feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia	k__Bacteria.p__Firmicutes.c__Bacilli	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae	k__Bacteria.__.__	k__Bacteria.p__Firmicutes.c__Clostridia	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria	k__Bacteria.p__Cyanobacteria.c__Chloroplast	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria	k__Bacteria.p__Firmicutes.c__Erysipelotrichi	k__Bacteria.p__Actinobacteria.c__Actinobacteria	k__Bacteria.p__Tenericutes.c__Mollicutes	k__Bacteria.p__Firmicutes.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria	k__Bacteria.p__Deferribacteres.c__Deferribacteres	Unassigned.__.__	k__Bacteria.p__Bacteroidetes.__	k__Bacteria.p__Actinobacteria.c__Coriobacteriia
HEB24037	0.337617036901046	0.215583368587416	0.000973810873157143	0.000738340211205211	0.442323656420367	0.000544775345024385	0.000221502063361563	0.000107757760554274	0.00113145648581988	0.000133699443650673	0.000435022070385773	3.19282253494145e-05	1.79596267590457e-05	2.59416830963993e-05	9.97757042169204e-06	1.59641126747073e-05	8.78026197108899e-05
HEB24044	0.414091139338808	0.231288266679374	0.00091248766729676	0.000649507662601949	0.350379379543686	0.000531254908813007	0.000181791546869567	0.000199441211614185	0.000928372365566916	0.000192381345716338	0.000458891283360073	3.35343630147745e-05	2.11795976935418e-05	1.58846982701564e-05	7.05986589784727e-06	2.11795976935418e-05	8.82483237230909e-05
HEB24059	0.450725981694067	0.205472574024891	0.0010453477907768	0.000554226387760925	0.336259026756514	0.000526789437871771	0.000312781228736364	0.000233214074057815	0.000875238701464036	0.000178340174279506	0.00371770670998046	1.64621699334928e-05	0	2.46932549002393e-05	0	0	5.76175947672249e-05
HEB24081	0.0367470965416012	0.704346363993026	0.000860396176084319	0.00085888139408417	0.253524519018845	0.000401417230039339	0.000160566892015736	0.000159052110015587	0.00134209685213153	0.000124212124012173	0.00125575427812306	3.18104220031174e-05	2.42365120023752e-05	1.66626020016329e-05	3.0295640002969e-06	0	0.000143904290014103
HEB24106	0.357194208520029	0.0700110345750017	0.00322008961412426	0.000959673644084799	0.565960008025145	0.00057680732963285	0.000188925299271049	0.000113689560623286	0.000824249314518826	0.000185581488664482	0.000531665886444192	4.34695378853742e-05	2.6750484852538e-05	1.83909583361198e-05	0	0	0.000145455761385675
HEB24110	0.105232050161895	0.0265457161946857	0.00117866748899282	0.00134827225848452	0.863149509174076	0.000762364872967741	0.000203868359288003	0.000195302461838927	0.000722961744701992	0.000197015641328742	0.000284387795309315	4.28294872453787e-05	4.28294872453787e-05	2.22713333675969e-05	3.4263589796303e-06	0	6.85271795926059e-05
HEB24113	0.179929156482795	0.0419988908056708	0.0012178842257517	0.00085837149091882	0.773016479060473	0.000777550798592048	0.000214592872729705	0.000136559100827994	0.000922470660695225	0.000245248997405377	0.000510006437786182	5.01645676510999e-05	3.62299655257943e-05	2.50822838255499e-05	0	0	6.13122493513443e-05
HEB24122	0.299470448989596	0.492739152589382	0.000759818623941382	0.000575346530183118	0.202106593909841	0.000522455929874804	0.000162541844849939	0.000138031566658282	0.00185117101079097	0.00016899191805827	0.00135709540303282	2.58002928333237e-05	2.06402342666589e-05	1.16101317749956e-05	6.45007320833091e-06	0	8.38509517083019e-05
HEB24133	0.348789627294547	0.408325753314956	0.00140259271346142	0.000671207734164705	0.237271934027223	0.00045132933849006	0.000247652508812495	0.000152757622258174	0.000979037488109208	0.000148128603401866	0.00141416526060219	3.24031319941582e-05	3.0088622566004e-05	1.85160754252332e-05	0	0	6.48062639883164e-05
HEB24134	0.456223427528874	0.323421750006192	0.00353501580933039	0.000427636195523854	0.211802098554458	0.000424333985519809	0.00015850608019417	0.000108972930133492	0.000797483715976918	0.000102368510125401	0.00289603817354765	2.97198900364069e-05	2.31154700283165e-05	1.6511050020226e-05	0	0	3.30221000404521e-05
HEB24135	0.44839162534978	0.265175785431322	0.00139628024879175	0.000530472821793339	0.280743268205164	0.000555101917090887	0.000179981850251312	0.000185665487627669	0.00079381468689789	0.000197032762380383	0.00170698575869928	3.59963700502623e-05	2.46290952975479e-05	2.46290952975479e-05	0	0	5.87309195556911e-05
HEB24136	0.407024333576927	0.394799934971566	0.00806699822750166	0.000973848152292805	0.185122693818669	0.000475086375753864	0.00017993304596658	0.000115220283820705	0.000850736068210408	0.000127847164239412	0.00204239790772591	4.41940814654757e-05	1.26268804187074e-05	1.10485203663689e-05	4.73508015701526e-06	9.47016031403052e-06	0.000138895684605781
HEB24137	0.296325572955872	0.396526603800363	0.000891075056904844	0.000713219349982304	0.290005407532099	0.00054973582139694	0.00021737919734977	0.000141925261079602	0.0133535501975276	0.000186838318383274	0.000928802025039928	5.38956687644059e-05	2.15582675057623e-05	2.33547897979092e-05	5.38956687644059e-06	7.18608916858745e-06	4.85061018879653e-05
HEB24138	0.413034702641276	0.324315307945764	0.000796693796908584	0.000574289792417851	0.258498955767499	0.000396061925805415	0.000166041345818424	0.000111202002245366	0.000796693796908584	0.000112725317344618	0.000999294705109046	1.98030962902707e-05	1.82797811910191e-05	1.5233150992516e-05	0	9.13989059550957e-06	0.000135575043833392
