feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae..g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__cereus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter.s__	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia.s__muciniphila	k__Bacteria.__.__.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__helveticus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__.s__	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria.g__Lardizabala.s__biternata	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Epulopiscium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__gordonii	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__prausnitzii	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter_Eubacterium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__rc4.4.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__.s__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__longum	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus.s__	k__Bacteria.p__Firmicutes.__.__.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella.s__	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum.s__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.g__Streptomyces.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae.g__Brevibacterium.s__casei	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Plesiomonas.s__shigelloides	Unassigned.__.__.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae.g__Brachybacterium.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas.s__maltophilia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Jeotgalicoccus.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.s__	k__Bacteria.p__Bacteroidetes.__.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Acidaminococcus.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae.g__Prauseria.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.__.__.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Gallibacterium.s__
HEB24001	-1.52982169517194	-1.9833369775746	-7.60963797896215	-9.52999464217111	-9.08302771671929	-8.93644829522926	-3.3779627227864	-8.51348555500567	-10.5560569387573	-4.25971425406442	-10.1985049341392	-5.10038723891621	-9.87423289878356	-3.05957761178644	-11.0857370039773	-12.2583763901166	-12.4971632497037	-10.5043948189348	-11.7487020166997	-10.3081294253137	-7.21176103084149	-6.3596597259538	-8.76598000813154	-11.9710944380362	-7.54669483555362	-11.2462016761705	-10.2043815004759	-11.1752351548164	-7.25990547880337	-11.8190913445911	-14.8007702407025	-13.2830384443509	-11.2583763901166	-6.0867542998527	-5.6189283705914	-13.8930919260349	-13.8190913445911	-12.8556172206162	-14.3336645174209	-8.89546673322278	-13.6815878208412	-6.61158888533231	-13.9710944380362	-13.6815878208412	-14.9710944380362	-16.8705714210618	-14.9710944380362	-15.8190913445911	-14.3336645174209	-15.1410194394785	-16.1410194394785	-16.1410194394785	-16.5560569387573	-18.0499229790259	-13.7487020166997	-18.2731194506205	-16.8764521964981	-19.0592863614329	-17.6877720639042	-16.1410194394785	-19.3507708826241	-12.4405797213374	-10.353116880087	-18.1903455580912	-19.2081295518237	-18.6134177906643	-16.5509304501438	-18.8364295010116	-18.0499229790259	-18.8705714210618	-19.644248862154	-19.0592863614329	-18.1972147729972	-14.6815878208412	-19.455533921783	-18.9040377261234	-17.8705934942268	-19.2081295518237	-18.3507708826241	-18.9040377261234	-17.1410194394785
HEB24002	-1.19686905805923	-7.15134161450552	-8.30943554234759	-10.1574324489025	-9.21401597726891	-9.88334285455975	-1.23741405072695	-7.92902813033107	-10.8222482573129	-6.38505950085125	-11.0587848609696	-6.00213157532861	-10.9939337166197	-4.44517530939149	-11.2922749911894	-12.5948377612098	-13.2922749911894	-11.656238305874	-12.5017283568184	-10.5533611252337	-8.40897121589851	-7.67042111301631	-9.40369627385783	-12.3724453398734	-8.1158659561769	-9.03616195200896	-12.5017283568184	-12.1618783539337	-7.7704093257933	-12.5017283568184	-12.7468408546549	-13.0754636021163	-12.8012886386773	-6.68834796989363	-7.7978247833737	-14.1094109340396	-14.331803355376	-12.1094109340396	-18.6231670511025	-10.0382039835472	-13.8012886386773	-7.0402489095322	-15.0422967381811	-13.6943734347608	-14.8012886386773	-15.5017283568184	-14.5948377612098	-14.8012886386773	-13.9781664007613	-15.9167658560972	-15.6943734347608	-18.1983802913855	-15.9167658560972	-15.9167658560972	-15.179800261931	-18.2731194506205	-16.8764521964981	-19.0592863614329	-17.6877720639042	-16.9167658560972	-19.3507708826241	-13.6437473616908	-10.8578721670436	-15.6943734347608	-19.2081295518237	-18.6134177906643	-12.8293030148469	-18.8364295010116	-18.0499229790259	-18.8705714210618	-19.644248862154	-19.0592863614329	-18.1972147729972	-13.9781664007613	-19.455533921783	-18.9040377261234	-17.8705934942268	-19.2081295518237	-18.3507708826241	-18.9040377261234	-19.0499229790259
HEB24003	-1.09378274084458	-6.84351468645226	-7.9252706569664	-9.87765263673366	-9.1416241618215	-9.67683362734556	-3.08201352182885	-9.47910326024338	-10.7957110231975	-4.06787407001129	-10.9645300874136	-4.68962582891603	-10.8406584292515	-2.69516154148208	-11.0048878250298	-12.0569763361782	-13.4439994592875	-10.8315562221442	-12.23754858182	-10.9349858117996	-6.70876891649201	-5.16769607069424	-8.04509136702537	-11.7868871728105	-6.15681986550423	-10.0783499869708	-7.09051329589745	-11.5445263352414	-6.38996918215294	-11.4579386502453	-14.8007702407025	-13.23754858182	-9.38621596270183	-4.86178508770214	-6.17865489276647	-13.5005829876538	-15.1444391774286	-12.5594766767074	-18.6231670511025	-9.19899534105065	-13.286458182301	-6.81240262906691	-14.6850075587913	-14.4439994592875	-16.2341676366699	-16.8705714210618	-15.5594766767074	-16.1444391774286	-15.8225110825412	-14.4439994592875	-15.337084255371	-18.1983802913855	-18.5622312425756	-18.0499229790259	-14.5594766767074	-18.2731194506205	-16.8764521964981	-19.0592863614329	-14.9745141759862	-18.9040377261234	-19.3507708826241	-11.6208772213715	-10.4791032602434	-18.1903455580912	-16.1444391774286	-18.6134177906643	-13.896511663985	-18.8364295010116	-18.0499229790259	-15.337084255371	-19.644248862154	-19.0592863614329	-16.1444391774286	-13.5005829876538	-19.455533921783	-18.9040377261234	-16.5594766767074	-19.2081295518237	-18.3507708826241	-18.9040377261234	-19.0499229790259
HEB24004	-2.22011615343851	-5.61970029964643	-7.7495393327238	-9.71340279553275	-8.72101597964263	-9.32673704053058	-0.960055833979292	-8.05443971336782	-10.1539753869187	-5.93740966035763	-10.6165018119789	-5.44815542437271	-10.2388642845052	-3.56190283479138	-10.8637195123499	-12.4554393792464	-12.7225434493892	-10.791405307534	-12.1294530677847	-8.13351128435902	-6.16146589809449	-7.38178808403944	-5.68688226505113	-12.1622430029023	-7.13809046484532	-8.18944473046098	-11.5177236575007	-11.3477986560584	-7.37636780825518	-11.6863232614765	-14.8007702407025	-13.4759034818061	-8.96856187820742	-5.75265698934687	-6.13046655222458	-13.7978315766935	-14.7978315766935	-12.0973918585524	-14.5177236575007	-9.03343385524752	-13.3957331331221	-6.60553876222269	-14.5177236575007	-13.7978315766935	-14.2832584038637	-14.2128690759723	-15.0202239980299	-15.6051864987511	-14.2128690759723	-15.7978315766935	-16.2832584038637	-15.4352614973088	-18.5622312425756	-18.0499229790259	-14.0202239980299	-16.6051864987511	-15.2832584038637	-19.0592863614329	-17.6877720639042	-18.9040377261234	-19.3507708826241	-12.6744491611882	-10.8840873100439	-18.1903455580912	-16.0202239980299	-18.6134177906643	-14.4352614973088	-18.8364295010116	-18.0499229790259	-15.6051864987511	-17.0202239980299	-19.0592863614329	-18.1972147729972	-14.1457548801138	-19.455533921783	-18.9040377261234	-17.8705934942268	-19.2081295518237	-16.6051864987511	-18.9040377261234	-19.0499229790259
HEB24005	-2.38110729861372	-6.38981994214639	-7.54464007037852	-9.55098413235021	-8.8420329143536	-9.09323495709996	-1.91952721339785	-9.88801911962778	-10.2551857692875	-4.29862194636264	-10.5695998105176	-4.7713068622126	-9.95068997787306	-1.94538590229044	-10.8363863512125	-11.9056490136496	-12.3769547325752	-10.7383542682519	-11.8363863512125	-10.240196595068	-5.37145777082695	-5.33343026795014	-7.77434021349197	-12.2216765070972	-6.08714541219013	-7.72134270105075	-5.79643919104337	-10.8938718458732	-7.04970831732181	-10.0258147164713	-14.8007702407025	-13.4440689284337	-12.2972275401044	-4.24527312232099	-8.07068586356136	-13.5144582563251	-14.1359466330714	-10.7330985428004	-14.5144582563251	-8.7304778426413	-13.5509841323502	-7.34904873600528	-14.3769547325752	-13.5884588377689	-14.3769547325752	-14.3769547325752	-15.5144582563251	-14.7489235099621	-15.0290314291549	-14.7489235099621	-15.0290314291549	-16.2514238504913	-16.8363863512125	-15.8363863512125	-13.9294957556039	-15.0290314291549	-16.8764521964981	-16.8363863512125	-15.3769547325752	-16.2514238504913	-19.3507708826241	-11.5054694730978	-11.1290272191316	-18.1903455580912	-15.5144582563251	-16.2514238504913	-14.5144582563251	-18.8364295010116	-16.5144582563251	-16.0290314291549	-16.8363863512125	-19.0592863614329	-18.1972147729972	-15.3769547325752	-17.2514238504913	-18.9040377261234	-17.8705934942268	-19.2081295518237	-18.3507708826241	-18.9040377261234	-19.0499229790259
HEB24006	-1.54967757397172	-5.58624595120113	-7.90559396485082	-9.7860904656231	-9.20112796490195	-9.41440933553864	-2.11809192995058	-10.0190676376007	-10.8180805798675	-2.42768988490646	-10.7734904288435	-5.2588192501687	-10.4490554783455	-3.2981094334574	-11.0643916281102	-12.2791304769032	-14.0954185237308	-10.8574292473434	-12.1271273834582	-9.96434445125988	-7.02185905099828	-6.60530886572921	-8.43534509831463	-11.9465551378164	-6.45564528770589	-7.3129187903595	-9.98962385970824	-11.5855574782504	-7.1621127414075	-11.7988015173727	-14.8007702407025	-13.0340179790667	-12.8910600252246	-5.84090335025249	-7.0491248714569	-13.4095271141589	-14.8116255577302	-12.7120898841793	-18.6231670511025	-10.0529264416168	-13.9185407616468	-7.81162555773024	-14.1595488611505	-13.8640929776244	-13.7609994846603	-14.3710529663443	-15.0340179790667	-15.4490554783455	-14.2970523849005	-17.5241259090322	-15.0340179790667	-16.6189804797878	-15.8116255577302	-16.6189804797878	-14.6189804797878	-15.8116255577302	-15.8116255577302	-16.6189804797878	-17.6877720639042	-18.9040377261234	-19.3507708826241	-12.3335782609256	-10.6823425407853	-18.1903455580912	-16.2970523849005	-18.6134177906643	-14.7120898841793	-15.6189804797878	-16.2970523849005	-15.8116255577302	-17.6189804797878	-19.0592863614329	-18.1972147729972	-13.4896974628429	-16.6189804797878	-18.9040377261234	-17.8705934942268	-19.2081295518237	-18.3507708826241	-18.9040377261234	-19.0499229790259
HEB24007	-1.42628334043537	-6.64269583941442	-7.96462393430178	-9.80547877161271	-9.05701753860867	-9.57213605071572	-1.32866507474717	-9.18671806244149	-10.209869026692	-9.4771529055272	-10.5212278798692	-5.33212477674304	-10.4644418537776	-3.25061709560731	-10.9972081433734	-12.2617079582117	-12.8379002493051	-11.041831134794	-12.0801011517217	-9.88794093180468	-6.9205552960594	-7.28834308471513	-8.34429949068914	-12.0494043544988	-6.48066816819223	-7.24693900796249	-11.8510756380528	-11.7366169134679	-6.9024405014998	-11.9188202446887	-14.8007702407025	-12.6650636524429	-10.3477969349254	-6.11866701693591	-7.44933496138743	-13.7123693672212	-13.8643724606663	-11.7612789677022	-14.3713324493862	-9.2573161890945	-12.8913395082665	-8.12540451358892	-14.1598283441924	-14.0342974621086	-13.7612789677022	-16.8705714210618	-15.1598283441924	-15.4493349613874	-14.8119050407721	-17.5241259090322	-14.7123693672212	-18.1983802913855	-18.5622312425756	-16.2973318679424	-14.5317971215794	-16.2973318679424	-16.8764521964981	-16.2973318679424	-16.0342974621086	-15.6192599628297	-19.3507708826241	-12.786369948665	-9.86771590374065	-18.1903455580912	-17.6192599628297	-17.0342974621086	-14.1598283441924	-17.0342974621086	-15.4493349613874	-16.2973318679424	-17.6192599628297	-19.0592863614329	-18.1972147729972	-13.4493349613874	-19.455533921783	-18.9040377261234	-17.8705934942268	-19.2081295518237	-18.3507708826241	-18.9040377261234	-19.0499229790259
HEB24008	-1.32250136450982	-1.50607813335818	-8.04571534589783	-10.0087211384156	-9.57779226636689	-9.36218901069308	-2.73956486157542	-10.6028436384223	-11.0457153458978	-9.21096386013067	-10.5443175618158	-6.22813638291798	-10.5094471019688	-4.95302683774319	-11.479611872428	-12.668645696818	-13.1970246691728	-11.1226773277127	-12.5936836391368	-10.4628361596772	-8.9316801026518	-7.17893151124466	-9.14927153772443	-12.3125018865927	-8.54101241709213	-11.479611872428	-12.5051469645351	-11.9087797005417	-8.07888220983303	-11.7579130349151	-14.8007702407025	-13.1161046737892	-10.89183983812	-7.43445097386419	-7.58514864062378	-14.1970246691728	-14.1970246691728	-12.2681077672343	-14.7275393858716	-8.94909715572921	-14.2536081975392	-7.43547343672831	-15.1970246691728	-14.8974643873139	-14.0901094652563	-16.8705714210618	-15.8974643873139	-16.3125018865927	-14.5755362924265	-16.0901094652563	-17.8705934942268	-18.1983802913855	-16.8974643873139	-18.0499229790259	-15.5755362924265	-18.2731194506205	-16.8764521964981	-17.3125018865927	-17.6877720639042	-18.9040377261234	-19.3507708826241	-13.8100015460635	-11.5137600948398	-18.1903455580912	-19.2081295518237	-17.3125018865927	-12.7681813703689	-16.8974643873139	-18.0499229790259	-18.8705714210618	-17.8974643873139	-19.0592863614329	-18.1972147729972	-14.1970246691728	-19.455533921783	-16.5755362924265	-17.8705934942268	-19.2081295518237	-18.3507708826241	-16.8974643873139	-19.0499229790259
HEB24027	-0.733305416150797	-3.01668793889821	-8.26999270267617	-10.1819169360207	-9.65312715755265	-9.67859290432387	-3.69708426736877	-10.4057107125337	-11.2188020041405	-3.62072725464461	-11.0005209992112	-6.46924636938406	-10.937680125641	-4.02638146667898	-11.503845030908	-12.5904327159041	-13.6984924617616	-11.1242563676335	-12.7640808033892	-11.0405984385866	-8.66776402683642	-7.54423691658515	-9.38782919297003	-11.7980281353125	-9.29401315418131	-10.233243516529	-11.7391344462589	-11.8684174632039	-8.22095903674897	-12.3574555439265	-14.8007702407025	-12.3574555439265	-13.2361492477044	-7.36737646763796	-7.37296213019402	-13.8327935534732	-14.730913939454	-9.98333123791372	-15.0204205566489	-9.53570952956328	-13.9808921924623	-9.32461228723949	-17.0024041018721	-14.0204205566489	-13.575635713976	-15.1903455580912	-15.1028827168409	-15.3829906360336	-15.6053830573701	-15.6053830573701	-15.8684174632039	-15.4899058399502	-18.5622312425756	-16.8684174632039	-14.4354580559278	-16.3829906360336	-16.8764521964981	-19.0592863614329	-17.6877720639042	-18.9040377261234	-19.3507708826241	-12.9615268675954	-11.9424180446477	-17.1903455580912	-16.8684174632039	-16.6053830573701	-14.4354580559278	-18.8364295010116	-16.0204205566489	-16.1903455580912	-19.644248862154	-19.0592863614329	-18.1972147729972	-14.1028827168409	-19.455533921783	-16.8684174632039	-17.8705934942268	-19.2081295518237	-18.3507708826241	-18.9040377261234	-19.0499229790259
HEB24028	-1.05656991880213	-6.7313801693232	-8.05556954216706	-9.86752862562139	-9.38103799475967	-9.64478151588958	-2.47695635692503	-10.0612382922538	-11.4574659417578	-5.42478493519379	-11.1015557474412	-4.53959148673032	-10.5460972410302	-2.53254577606466	-11.4132983584823	-12.4500101368388	-13.3774976370544	-11.1611797301277	-12.4649604783048	-11.155105215718	-7.31267563599818	-7.02029065098179	-8.52049242487977	-12.2044329280815	-7.99260810124322	-10.342563846945	-12.2044329280815	-11.5987118671936	-7.16613417576596	-11.8799979775836	-13.5580698826962	-13.0055288596675	-12.5263610229689	-4.85809264093061	-7.33310351769597	-14.4060667892512	-14.3494832608848	-12.9413985222478	-15.3494832608848	-8.71230107703341	-13.4649604783048	-7.64212412880395	-15.3494832608848	-14.095726668639	-13.3774976370544	-14.7279948841386	-15.4649604783048	-15.3494832608848	-15.1430323834174	-15.0499229790259	-15.5904913603886	-15.5904913603886	-18.5622312425756	-17.0499229790259	-14.6576055562472	-17.0499229790259	-16.8764521964981	-19.0592863614329	-17.6877720639042	-18.9040377261234	-17.4649604783048	-12.3356774613598	-11.0164999774885	-18.1903455580912	-19.2081295518237	-16.7279948841386	-14.095726668639	-18.8364295010116	-17.0499229790259	-18.8705714210618	-17.4649604783048	-19.0592863614329	-18.1972147729972	-14.1430323834174	-19.455533921783	-18.9040377261234	-17.8705934942268	-19.2081295518237	-18.3507708826241	-18.9040377261234	-18.0499229790259
