feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae..g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	k__Bacteria.__.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria.g__Lardizabala	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Epulopiscium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter_Eubacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__rc4.4	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	k__Bacteria.p__Firmicutes.__.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.g__Streptomyces	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae.g__Brevibacterium	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Plesiomonas	Unassigned.__.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Intrasporangiaceae.g__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae.g__Brachybacterium	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Jeotgalicoccus	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	k__Bacteria.p__Bacteroidetes.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Acidaminococcus	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae.g__Prauseria	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.__.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae.__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.__	k__Bacteria.p__Firmicutes.c__Bacilli.__.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Gallibacterium	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__Desulfosporosinus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megamonas	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas
HEB24007	-1.42628334043537	-6.64269583941442	-7.96462393430178	-9.80547877161271	-9.01563361784355	-8.97000378531243	-1.32866507474717	-9.18671806244149	-10.209869026692	-9.4771529055272	-5.33212477674304	-10.4644418537776	-3.25061709560731	-10.9972081433734	-12.2617079582117	-12.8379002493051	-10.8379002493051	-12.0801011517217	-9.88794093180468	-6.9205552960594	-7.28834308471513	-8.32463921393812	-12.0494043544988	-6.48066816819223	-7.24693900796249	-11.8510756380528	-11.7366169134679	-6.9024405014998	-11.9188202446887	-12.6650636524429	-10.3477969349254	-6.11866701693591	-7.44933496138743	-13.7123693672212	-13.8643724606663	-11.7612789677022	-14.3713324493862	-9.2573161890945	-12.8913395082665	-8.12540451358892	-14.0342974621086	-16.8705834610118	-15.1598283441924	-15.4493349613874	-14.8119050407721	-17.0901094652563	-14.7123693672212	-18.1983802913855	-18.5622610601044	-16.2973318679424	-16.2973318679424	-17.971899004922	-16.2973318679424	-18.4443170221561	-16.0342974621086	-15.6192599628297	-18.8420904391061	-12.786369948665	-9.86771590374065	-18.515396986715	-17.6192599628297	-17.0342974621086	-14.1598283441924	-17.0342974621086	-15.4493349613874	-16.2973318679424	-17.6192599628297	-19.0592863614329	-18.1336178668456	-13.4493349613874	-19.455545961733	-19.2188162569905	-18.4443170221561	-19.0592863614329	-20.1418240063643	-18.8420904391061	-19.0373029594949	-18.9040436080724	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-17.9297438493264	-19.0105390327041	-15.0559653680777	-19.0106045918716
HEB24008	-1.32250136450982	-1.50607813335818	-8.04571534589783	-10.0087211384156	-9.54873623308281	-8.8354182495934	-2.73956486157542	-10.6028436384223	-11.0457153458978	-9.21096386013067	-6.22813638291798	-10.5094471019688	-4.95302683774319	-11.479611872428	-12.668645696818	-13.1970246691728	-10.9490971557292	-12.5936836391368	-10.4628361596772	-8.9316801026518	-7.17893151124466	-9.1325927965778	-12.3125018865927	-8.54101241709213	-11.479611872428	-12.5051469645351	-11.9087797005417	-8.07888220983303	-11.7579130349151	-13.1161046737892	-10.89183983812	-7.43445097386419	-7.58514864062378	-14.1970246691728	-14.1970246691728	-12.2681077672343	-14.7275393858716	-8.94909715572921	-14.2536081975392	-7.43547343672831	-14.8974643873139	-16.8705834610118	-15.8974643873139	-16.3125018865927	-14.5755362924265	-16.0901094652563	-17.8705934942268	-18.1983802913855	-16.8974643873139	-18.0686602104273	-18.3552249009769	-17.971899004922	-17.3125018865927	-18.4443170221561	-17.4523404587737	-18.9040436080724	-18.8420904391061	-13.8100015460635	-11.5137600948398	-18.515396986715	-19.1983802913855	-17.3125018865927	-12.7681813703689	-16.8974643873139	-18.5568615056432	-18.8705834610118	-17.8974643873139	-19.0592863614329	-18.1336178668456	-14.1970246691728	-19.455545961733	-16.5755362924265	-18.4443170221561	-19.0592863614329	-20.1418240063643	-18.8420904391061	-19.0373029594949	-16.8974643873139	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-17.9297438493264	-19.0105390327041	-15.0559653680777	-19.0106045918716
HEB24010	-3.16096392725457	-0.915706871569347	-7.56168553435346	-9.45110330991882	-9.15637957309239	-8.25800914402232	-3.99085527167912	-10.0208747036093	-10.5689780269198	-8.89578834318693	-5.21066540805404	-10.0235438903853	-2.76390523045333	-11.1461631770493	-12.2548694364918	-12.8149572685739	-10.8057387385445	-11.7166551949621	-11.0505109379856	-6.71827589729416	-5.93231421921204	-8.1527225494843	-12.4856496433209	-6.21332931418845	-10.8619547481111	-11.7694426093215	-11.2801805250209	-7.04609434781037	-11.2865782962191	-13.2930045653785	-9.5612006763281	-4.89754693502248	-7.20516291487279	-13.4565032976614	-13.742807482818	-11.358892501035	-14.0559653680777	-8.66364794529892	-13.4856496433209	-8.06762495884942	-14.1934688918276	-14.7784313925488	-14.9304344859938	-15.2930045653785	-14.7784313925488	-15.2930045653785	-15.6409278687988	-18.1983802913855	-16.2930045653785	-16.2930045653785	-15.515396986715	-17.971899004922	-19.0592863614329	-16.515396986715	-16.1003594874361	-15.7784313925488	-18.8420904391061	-11.8057387385445	-10.6532762612265	-17.515396986715	-16.2930045653785	-18.1003594874361	-12.2930045653785	-18.8364295010116	-15.9304344859938	-15.515396986715	-17.515396986715	-19.0592863614329	-18.1336178668456	-14.515396986715	-19.455545961733	-19.2188162569905	-18.4443170221561	-19.0592863614329	-17.515396986715	-18.8420904391061	-19.0373029594949	-18.9040436080724	-19.5568615056432	-16.971899004922	-18.1003594874361	-19.0105390327041	-17.9297438493264	-19.0105390327041	-14.0559653680777	-19.0106045918716
HEB24017	-2.55512524830744	-1.51868053640516	-7.59695284029433	-9.52357536354245	-9.08165305196652	-8.5314914055753	-1.69818367297379	-10.2075802244088	-10.3755248617229	-5.60476105910663	-6.01060662524493	-10.0860182445279	-3.79915949344615	-11.1607860129299	-12.4523404587737	-12.9929088401364	-10.85739386948	-12.2958359730937	-10.1638588469795	-7.90608905440862	-7.86863084136266	-8.96182381000687	-12.6279120233572	-7.67810247436126	-8.13870157209095	-11.269118634718	-11.2364030595746	-7.61945044460899	-11.5778713408576	-13.4225931153797	-12.9287785027167	-6.99632836067758	-7.43182344143322	-13.5137410034379	-14.083106649108	-9.99838397020259	-14.2824154573314	-9.65144055885343	-12.8875558399902	-7.4928214371841	-13.8278495938659	-14.7153748646075	-15.5778713408576	-15.1304123638864	-15.2299480374373	-15.5778713408576	-15.4523404587737	-15.7153748646075	-18.5622610601044	-16.4523404587737	-18.3552249009769	-17.971899004922	-17.0373029594949	-18.4443170221561	-16.4523404587737	-18.9040436080724	-18.8420904391061	-13.7153748646075	-10.2757517270504	-18.515396986715	-19.1983802913855	-16.7153748646075	-12.9498401182446	-18.8364295010116	-17.0373029594949	-15.4523404587737	-18.0373029594949	-17.0373029594949	-18.1336178668456	-14.2299480374373	-18.0373029594949	-19.2188162569905	-18.4443170221561	-19.0592863614329	-20.1418240063643	-16.2299480374373	-18.0373029594949	-18.9040436080724	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-17.9297438493264	-19.0105390327041	-12.1424851961869	-19.0106045918716
HEB24040	-3.5753090883799	-0.834282970687322	-7.74227903973691	-9.57386793094888	-9.32324182888349	-8.3919545789675	-6.28948957437792	-9.92023688509954	-10.2170115027586	-6.10281930817311	-5.02983256049947	-10.1978440920206	-2.3743184311235	-11.2409571983836	-12.4553234791811	-12.9619149163494	-10.7930958521333	-11.9971657635325	-10.9920768868597	-6.81230793915781	-5.74729432338354	-8.32204407452587	-12.6580082291001	-6.55463249883451	-11.256127633025	-11.250040303146	-11.2530807574661	-7.15580423330027	-11.7071957787276	-13.6499709100347	-12.682392387727	-5.17658083380746	-7.81202766814364	-13.6988805105156	-15.0974298870059	-11.1111568701174	-14.3344690843067	-10.0919754569138	-13.3089339921996	-8.11876275662901	-14.3089339921996	-14.6499709100347	-15.0974298870059	-15.3344690843067	-14.5872351546867	-15.2349334107558	-15.971899004922	-15.8938964929208	-17.3344690843067	-16.054361165114	-15.971899004922	-16.971899004922	-17.819895911477	-18.4443170221561	-16.1418240063643	-18.9040436080724	-18.8420904391061	-11.9870058973122	-10.5456342502199	-18.515396986715	-17.3344690843067	-16.971899004922	-12.5719683980334	-16.5568615056432	-17.5568615056432	-16.1418240063643	-18.1418240063643	-17.819895911477	-18.1336178668456	-13.2838430112368	-18.1418240063643	-16.5568615056432	-18.4443170221561	-19.0592863614329	-19.1418240063643	-18.8420904391061	-19.0373029594949	-18.9040436080724	-18.5568615056432	-15.971899004922	-19.1418240063643	-19.0105390327041	-17.9297438493264	-19.0105390327041	-13.4979678165896	-19.0106045918716
HEB24042	-0.98220776690448	-4.83145024967228	-7.97987197171039	-9.68495591795325	-9.41402418189933	-9.01745126951253	-3.71685826585064	-8.67098557747903	-10.4033242932421	-7.70726467726141	-4.71062720438606	-10.3339505902015	-2.23129098040073	-11.2613052883697	-12.0913802869274	-12.8788356515473	-10.6215769842176	-12.1982954908439	-9.38215968324408	-5.8307033971211	-7.10107368313123	-7.66618103821233	-11.981197369177	-5.60807633052557	-7.82489117846545	-12.3407397558641	-11.60922859179	-6.46990980085554	-11.8592068447983	-12.7111082058092	-9.91131327506446	-5.17062573443581	-7.79719718252292	-13.7467321155399	-14.4248040206526	-11.085666635733	-15.2613052883697	-9.56483447243155	-13.3407397558641	-7.10902044606311	-14.4836977097061	-15.4836977097061	-15.1617696148188	-16.2613052883697	-14.60922859179	-15.3682204922862	-15.4836977097061	-16.2613052883697	-17.4836977097061	-17.0686602104273	-18.3552249009769	-17.971899004922	-19.0592863614329	-18.4443170221561	-15.4836977097061	-18.9040436080724	-17.0686602104273	-12.8398415199314	-10.3856656267456	-16.2613052883697	-16.7467321155399	-16.4836977097061	-14.60922859179	-18.8364295010116	-15.898735208985	-18.8705834610118	-19.644248862154	-19.0592863614329	-18.1336178668456	-13.6423954557252	-19.455545961733	-19.2188162569905	-16.2613052883697	-19.0592863614329	-20.1418240063643	-18.8420904391061	-19.0373029594949	-18.9040436080724	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-17.9297438493264	-19.0105390327041	-15.0559653680777	-19.0106045918716
HEB24058	-1.80499393964414	-3.63251518177857	-7.71879275187012	-9.6182216099253	-8.99094830434617	-8.70220000256465	-2.00003278070099	-10.0246970957007	-10.5511074140668	-2.69870204178548	-5.78819692945494	-10.2690720463029	-3.33692629870339	-11.1401743131207	-12.1903600702889	-13.1036484370955	-10.5593279208717	-11.9125069497435	-9.43878638920051	-7.08572652909827	-6.74053577932561	-7.5921593133391	-11.8812560157591	-6.62252174735892	-8.31444086174819	-6.58637274388596	-11.4791575721877	-7.13133871475666	-11.5926865178182	-12.9661449133456	-10.9606904832535	-6.84468988652766	-5.83639356494355	-13.1776490185393	-14.4255765319829	-10.2758294124782	-14.2031841106465	-7.4421078395366	-12.471380221596	-7.10741035589174	-14.4255765319829	-14.6886109378167	-15.0105390327041	-15.6886109378167	-14.4255765319829	-15.5511074140668	-16.2031841106465	-16.2031841106465	-16.4255765319829	-16.4255765319829	-15.5511074140668	-17.971899004922	-17.4255765319829	-18.4443170221561	-17.4523404587737	-17.4255765319829	-18.8420904391061	-13.0105390327041	-10.1066571869679	-18.515396986715	-16.2031841106465	-16.2031841106465	-14.3666828429293	-18.8364295010116	-18.5568615056432	-18.8705834610118	-19.644248862154	-19.0592863614329	-18.1336178668456	-14.5511074140668	-19.455545961733	-17.0105390327041	-18.4443170221561	-19.0592863614329	-17.4255765319829	-18.8420904391061	-19.0373029594949	-16.2031841106465	-19.5568615056432	-16.971899004922	-20.1418240063643	-18.0105390327041	-17.9297438493264	-18.0105390327041	-15.0559653680777	-19.0106045918716
HEB24065	-1.98670282062673	-4.5046079077403	-7.60926981805276	-9.49927497774495	-9.06730337950496	-8.74142810010094	-6.71624650612794	-9.19343326306759	-10.5847025964135	-6.99633905403535	-4.66078286167834	-10.0938975895167	-1.37252281031388	-10.8345959025592	-12.0872029369427	-12.6855859534261	-10.3744848890231	-11.975841827995	-10.562866795173	-5.86767584930061	-3.58475170860021	-6.74889298228453	-11.8496241117915	-6.38453855368706	-7.56247985805365	-10.6889606802068	-10.9113531015433	-5.90643425927101	-10.6132717486103	-13.0520135084804	-9.90545250010357	-3.8263559847709	-6.64078331217883	-13.3609637493695	-14.257127938385	-9.06401330957078	-14.2977699228823	-9.51566095198383	-13.0520135084804	-6.53280357696306	-13.5941629256626	-14.1791254263837	-14.9034909837703	-15.1051248449399	-13.8420904391061	-15.257127938385	-14.7831967500526	-15.7266132216862	-16.1051248449399	-16.257127938385	-17.1051248449399	-17.971899004922	-19.0592863614329	-18.4443170221561	-15.96762132119	-14.6721654376638	-17.8420904391061	-9.78319675005257	-11.12784492144	-18.515396986715	-16.4270529398273	-17.4270529398273	-14.3826588204688	-18.8364295010116	-15.96762132119	-15.339590098577	-17.8420904391061	-19.0592863614329	-16.4270529398273	-14.1051248449399	-17.4270529398273	-17.8420904391061	-18.4443170221561	-19.0592863614329	-20.1418240063643	-17.8420904391061	-19.0373029594949	-17.8420904391061	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-17.9297438493264	-19.0105390327041	-15.0559653680777	-19.0106045918716
HEB24067	-1.19142856293777	-2.67715997969222	-7.908203475331	-9.6642274053129	-9.340765344262	-8.91617733320298	-7.24296828898375	-10.0539093303148	-10.3577293509951	-5.06645218272957	-4.86429136754118	-10.4908958024273	-2.46110071950545	-11.3546301123363	-12.3239984936826	-12.4506319322136	-10.6913392509301	-11.9899975664947	-10.2047957866756	-6.52947341085634	-6.1623478822192	-7.69085061585658	-12.3239984936826	-7.09857837964857	-7.68208336715512	-9.92649462418849	-11.4114613349329	-6.43336378883199	-11.2999530197159	-12.9150355088134	-10.3827659019325	-4.91225609201311	-4.99007270881821	-14.0895332400456	-14.4114613349329	-12.1964484439621	-14.4639287548271	-7.83727330580595	-12.8968881621032	-6.4370467451274	-13.9708887435469	-14.5183765388494	-14.8968881621032	-15.4114613349329	-15.4114613349329	-15.1313534157402	-15.7593846383532	-15.5183765388494	-16.2188162569905	-16.2188162569905	-16.6338537562694	-17.971899004922	-19.0592863614329	-16.6338537562694	-16.4114613349329	-17.6338537562694	-18.8420904391061	-11.7593846383532	-9.45560389017613	-18.515396986715	-16.8968881621032	-16.8968881621032	-14.4639287548271	-18.8364295010116	-16.4114613349329	-16.0488912555482	-19.644248862154	-19.0592863614329	-18.1336178668456	-13.2646199466037	-17.2188162569905	-18.2188162569905	-18.4443170221561	-19.0592863614329	-20.1418240063643	-18.8420904391061	-19.0373029594949	-18.9040436080724	-19.5568615056432	-16.971899004922	-20.1418240063643	-17.6338537562694	-17.9297438493264	-19.0105390327041	-15.0559653680777	-19.0106045918716
HEB24088	-1.47599022224186	-1.92903495517185	-7.77584015167016	-9.60242375170926	-9.07620734220627	-8.7417883031357	-3.89134467893149	-9.51981399368188	-10.2237077662424	-4.78513971240792	-5.63704337191718	-10.1873862524304	-2.87427772919132	-11.2114987085472	-12.2609673848115	-13.6428380201552	-10.7863653315329	-12.1022696387925	-9.87024851625824	-7.3046081129387	-5.48618032521035	-8.13168436786655	-12.5997692982633	-7.08082692681583	-7.23036440113327	-9.37889310937421	-11.140337679626	-6.56667024307071	-11.6319497040124	-13.0725222953984	-12.7803415439051	-5.71192152145689	-6.77322081097236	-13.1953790431839	-14.6872321395136	-8.63738359006306	-14.7803415439051	-8.81995339980396	-12.6428380201552	-6.97127014925847	-13.7803415439051	-16.8705834610118	-14.7803415439051	-15.6872321395136	-14.7803415439051	-15.1022696387925	-16.1022696387925	-14.7803415439051	-18.5622610601044	-18.0686602104273	-15.5173071380713	-17.971899004922	-19.0592863614329	-16.1022696387925	-17.4523404587737	-18.9040436080724	-18.8420904391061	-11.8417420885692	-10.6050830981597	-18.515396986715	-16.6872321395136	-19.1003594874361	-13.7803415439051	-18.8364295010116	-18.5568615056432	-18.8705834610118	-16.6872321395136	-19.0592863614329	-16.3653040446263	-13.3296801348955	-19.455545961733	-19.2188162569905	-18.4443170221561	-19.0592863614329	-20.1418240063643	-18.8420904391061	-19.0373029594949	-18.9040436080724	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-17.9297438493264	-19.0105390327041	-15.0559653680777	-19.0106045918716
