feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae..g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	k__Bacteria.__.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria.g__Lardizabala	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Epulopiscium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter_Eubacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__rc4.4	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	k__Bacteria.p__Firmicutes.__.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.g__Streptomyces	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae.g__Brevibacterium	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Plesiomonas	Unassigned.__.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Intrasporangiaceae.g__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae.g__Brachybacterium	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Jeotgalicoccus	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	k__Bacteria.p__Bacteroidetes.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Acidaminococcus	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae.g__Prauseria	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.__.__.__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.__	k__Bacteria.p__Firmicutes.c__Bacilli.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megasphaera	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Gallibacterium	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__Methylobacterium	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__Desulfosporosinus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megamonas	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas
HEB24007	-1.42629050595533	-6.64270300493438	-7.96463109982174	-9.80548593713267	-9.01564078336352	-8.97001095083239	-1.32867224026714	-9.18672522796145	-10.209876192212	-9.47716007104716	-5.332131942263	-10.4644490192976	-3.25062426112727	-10.9972153088933	-12.2617151237316	-12.837907414825	-10.837907414825	-12.0801083172417	-9.88794809732464	-6.92056246157936	-7.28835025023509	-8.32464637945808	-12.0494115200188	-6.48067533371219	-7.24694617348245	-11.8510828035728	-11.7366240789879	-6.90244766701976	-11.9188274102086	-12.6650708179628	-10.3478041004453	-6.11867418245587	-7.4493421269074	-13.7123765327412	-13.8643796261862	-11.7612861332221	-14.3713396149061	-9.25732335461447	-12.8913466737865	-8.12541167910888	-14.0343046276286	-16.8705834610118	-15.1598355097124	-15.4493421269074	-14.8119122062921	-17.0901094652563	-14.7123765327412	-18.1983802913855	-18.5622610601044	-16.2973390334623	-16.2973390334623	-16.8764521964981	-16.2973390334623	-18.4443297338842	-16.0343046276286	-15.6192671283497	-18.8420842990682	-12.786377114185	-9.86772306926061	-18.5153122795601	-17.6192671283497	-17.0343046276286	-14.1598355097124	-17.0343046276286	-15.4493421269074	-16.2973390334623	-17.6192671283497	-19.0592863614329	-18.1336178668456	-13.4493421269074	-19.455545961733	-19.2188162569905	-18.4443297338842	-19.0592863614329	-18.9386348683723	-17.8368939400964	-18.9040436080724	-17.7922530373045	-18.591259355667	-16.7922530373045	-17.6192671283497	-19.1002747802813	-18.6667221552206	-17.9297565610544	-18.8705834610118	-19.0106182496565
HEB24008	-1.32250136450982	-1.50607813335818	-8.04571534589783	-10.0087211384156	-9.54873623308281	-8.8354182495934	-2.73956486157542	-10.6028436384223	-11.0457153458978	-9.21096386013067	-6.22813638291798	-10.5094471019688	-4.95302683774319	-11.479611872428	-12.668645696818	-13.1970246691728	-10.9490971557292	-12.5936836391368	-10.4628361596772	-8.9316801026518	-7.17893151124466	-9.1325927965778	-12.3125018865927	-8.54101241709213	-11.479611872428	-12.5051469645351	-11.9087797005417	-8.07888220983303	-11.7579130349151	-13.1161046737892	-10.89183983812	-7.43445097386419	-7.58514864062378	-14.1970246691728	-14.1970246691728	-12.2681077672343	-14.7275393858716	-8.94909715572921	-14.2536081975392	-7.43547343672831	-14.8974643873139	-16.8705834610118	-15.8974643873139	-16.3125018865927	-14.5755362924265	-16.0901094652563	-17.8705934942268	-18.1983802913855	-16.8974643873139	-17.8764521964981	-18.105118704902	-16.8764521964981	-17.3125018865927	-18.4443297338842	-17.4114613349329	-18.9040436080724	-18.8420842990682	-13.8100015460635	-11.5137600948398	-18.5153122795601	-19.1983802913855	-17.3125018865927	-12.7681813703689	-16.8974643873139	-17.4114613349329	-18.8705834610118	-17.8974643873139	-19.0592863614329	-18.1336178668456	-14.1970246691728	-19.455545961733	-16.5755362924265	-18.4443297338842	-19.0592863614329	-18.9386348683723	-17.8368939400964	-16.8974643873139	-17.7922530373045	-18.591259355667	-16.7922530373045	-18.6192671283497	-19.1002747802813	-18.6667221552206	-17.9297565610544	-18.8705834610118	-19.0106182496565
HEB24010	-3.16087922009974	-0.915622164414514	-7.56160082719863	-9.45101860276398	-9.15629486593756	-8.25792443686749	-3.99077056452429	-10.0207899964545	-10.568893319765	-8.89570363603209	-5.21058070089921	-10.0234591832305	-2.7638205232985	-11.1460784698944	-12.2547847293369	-12.814872561419	-10.8056540313897	-11.7165704878072	-11.0504262308307	-6.71819119013933	-5.93222951205721	-8.15263784232947	-12.4855649361661	-6.21324460703362	-10.8618700409562	-11.7693579021667	-11.2800958178661	-7.04600964065553	-11.2864935890643	-13.2929198582237	-9.56111596917327	-4.89746222786765	-7.20507820771796	-13.4564185905066	-13.7427227756632	-11.3588077938801	-14.0558806609228	-8.66356323814408	-13.4855649361661	-8.06754025169458	-14.1933841846728	-14.7783466853939	-14.930349778839	-15.2929198582237	-14.7783466853939	-15.2929198582237	-15.640843161644	-18.1983802913855	-16.2929198582237	-16.2929198582237	-15.5153122795601	-16.8764521964981	-19.0592863614329	-16.5153122795601	-16.1002747802813	-15.7783466853939	-18.8420842990682	-11.8056540313897	-10.6531915540716	-17.5153122795601	-16.2929198582237	-18.1002747802813	-12.2929198582237	-18.8364295010116	-15.930349778839	-15.5153122795601	-17.5153122795601	-19.0592863614329	-18.1336178668456	-14.5153122795601	-19.455545961733	-19.2188162569905	-18.4443297338842	-19.0592863614329	-17.5153122795601	-17.8368939400964	-18.9040436080724	-17.7922530373045	-18.591259355667	-16.7922530373045	-18.6192671283497	-18.1002747802813	-18.6667221552206	-17.9297565610544	-18.8705834610118	-19.0106182496565
HEB24065	-1.98669668058878	-4.50460176770235	-7.60926367801481	-9.499268837707	-9.06729723946701	-8.74142196006298	-6.71624036608999	-9.19342712302964	-10.5846964563755	-6.9963329139974	-4.66077672164039	-10.0938914494787	-1.37251667027592	-10.8345897625213	-12.0871967969047	-12.6855798133882	-10.3744787489852	-11.975835687957	-10.5628606551351	-5.86766970926266	-3.58474556856225	-6.74888684224658	-11.8496179717536	-6.38453241364911	-7.5624737180157	-10.6889545401688	-10.9113469615053	-5.90642811923306	-10.6132656085723	-13.0520073684424	-9.90544636006561	-3.82634984473295	-6.64077717214087	-13.3609576093316	-14.257121798347	-9.06400716953283	-14.2977637828444	-9.51565481194588	-13.0520073684424	-6.53279743692511	-13.5941567856246	-14.1791192863458	-14.9034848437323	-15.105118704902	-13.8420842990682	-15.257121798347	-14.7831906100146	-15.7266070816482	-16.105118704902	-16.257121798347	-17.105118704902	-16.8764521964981	-19.0592863614329	-18.4443297338842	-15.967615181152	-14.6721592976259	-17.8420842990682	-9.78319061001461	-11.1278387814021	-18.5153122795601	-16.4270467997893	-17.4270467997893	-14.3826526804309	-18.8364295010116	-15.967615181152	-15.339583958539	-17.8420842990682	-19.0592863614329	-16.4270467997893	-14.105118704902	-17.4270467997893	-17.8420842990682	-18.4443297338842	-19.0592863614329	-18.9386348683723	-17.8368939400964	-17.8420842990682	-17.7922530373045	-18.591259355667	-16.7922530373045	-18.6192671283497	-19.1002747802813	-18.6667221552206	-17.9297565610544	-18.8705834610118	-19.0106182496565
HEB24067	-1.19142856293777	-2.67715997969222	-7.908203475331	-9.6642274053129	-9.340765344262	-8.91617733320298	-7.24296828898375	-10.0539093303148	-10.3577293509951	-5.06645218272957	-4.86429136754118	-10.4908958024273	-2.46110071950545	-11.3546301123363	-12.3239984936826	-12.4506319322136	-10.6913392509301	-11.9899975664947	-10.2047957866756	-6.52947341085634	-6.1623478822192	-7.69085061585658	-12.3239984936826	-7.09857837964857	-7.68208336715512	-9.92649462418849	-11.4114613349329	-6.43336378883199	-11.2999530197159	-12.9150355088134	-10.3827659019325	-4.91225609201311	-4.99007270881821	-14.0895332400456	-14.4114613349329	-12.1964484439621	-14.4639287548271	-7.83727330580595	-12.8968881621032	-6.4370467451274	-13.9708887435469	-14.5183765388494	-14.8968881621032	-15.4114613349329	-15.4114613349329	-15.1313534157402	-15.7593846383532	-15.5183765388494	-16.2188162569905	-16.2188162569905	-16.6338537562694	-16.8764521964981	-19.0592863614329	-16.6338537562694	-16.4114613349329	-17.6338537562694	-18.8420842990682	-11.7593846383532	-9.45560389017613	-18.5153122795601	-16.8968881621032	-16.8968881621032	-14.4639287548271	-18.8364295010116	-16.4114613349329	-16.0488912555482	-19.644248862154	-19.0592863614329	-18.1336178668456	-13.2646199466037	-17.2188162569905	-18.2188162569905	-18.4443297338842	-19.0592863614329	-18.9386348683723	-17.8368939400964	-18.9040436080724	-17.7922530373045	-18.591259355667	-16.7922530373045	-18.6192671283497	-19.1002747802813	-17.6338537562694	-17.9297565610544	-18.8705834610118	-19.0106182496565
HEB24097	-1.24882037361596	-6.68608591020829	-8.21142810637782	-9.85419505862184	-9.46733206593519	-9.2228051962946	-3.06324110223311	-6.75715677265652	-11.1424923756279	-6.26968630693443	-6.91110527190659	-10.6279192027982	-4.6648926342917	-11.3115865708043	-12.3041307658853	-13.3190811073512	-10.7092867536502	-12.3190811073512	-11.0522945666563	-8.78510253534889	-6.32402064031853	-9.55752987490677	-11.8928163526491	-8.83660924731588	-8.76193655076985	-10.9556763764877	-11.6186413892102	-8.00242244972629	-12.0092258447645	-12.8816757950439	-13.2893337639572	-7.34897521673907	-7.27059423335891	-14.2036038899313	-14.5117261852936	-1.61698960833968	-14.2036038899313	-10.7747605911274	-14.0460626129448	-8.26651305654709	-14.0966886860148	-15.7341186066301	-15.9040436080724	-16.0966886860148	-15.2036038899313	-15.3190811073512	-17.8705934942268	-15.582115513185	-16.582115513185	-17.8764521964981	-16.582115513185	-16.8764521964981	-19.0592863614329	-18.4443297338842	-17.4114613349329	-17.9040436080724	-18.8420842990682	-12.9733062705095	-12.0092258447645	-18.5153122795601	-19.1983802913855	-19.1002747802813	-14.9040436080724	-18.8364295010116	-16.0966886860148	-16.582115513185	-17.9040436080724	-19.0592863614329	-18.1336178668456	-14.8165807668221	-19.455545961733	-17.9040436080724	-18.4443297338842	-19.0592863614329	-18.9386348683723	-17.8368939400964	-17.9040436080724	-17.7922530373045	-18.591259355667	-16.7922530373045	-18.6192671283497	-17.9040436080724	-18.6667221552206	-17.9297565610544	-18.8705834610118	-19.0106182496565
HEB24098	-2.33293256400473	-4.74107251802122	-7.43328090572156	-9.38180599003805	-8.79359782981324	-8.49454420117846	-4.54780479677216	-9.05987789515068	-9.17974836765493	-1.70801944594065	-4.66830336375852	-9.85654973544116	-2.48461463210705	-10.6370630452801	-12.3058571368047	-12.9474031658923	-10.6370630452801	-11.8497923692658	-10.2558690009731	-5.85612647152705	-6.1623758036568	-6.03259948864049	-11.7710803932518	-6.02973273153051	-9.80989964214234	-10.6082657809727	-11.0366705039894	-6.42666663895463	-11.5251701652092	-13.5468652363085	-10.4723182829435	-4.32132912980196	-4.8043771620023	-13.1649946009649	-13.591259355667	-11.2966386067754	-16.5511866310192	-8.8650411963348	-12.6605220181041	-6.7923825875337	-14.06769739961	-14.0062968549458	-14.4213343542247	-15.1318277370297	-14.3433318422234	-15.1318277370297	-15.1318277370297	-15.1318277370297	-15.591259355667	-15.7839044336094	-16.2693312607796	-16.8764521964981	-19.0592863614329	-18.4443297338842	-15.1318277370297	-18.9040436080724	-18.8420842990682	-12.021403747336	-9.14211071029156	-18.5153122795601	-15.591259355667	-19.1002747802813	-12.6605220181041	-18.8364295010116	-15.7839044336094	-15.0062968549458	-17.0062968549458	-19.0592863614329	-18.1336178668456	-12.8098996421423	-17.0062968549458	-17.0062968549458	-18.4443297338842	-16.591259355667	-18.9386348683723	-16.0062968549458	-16.591259355667	-17.7922530373045	-17.591259355667	-16.7922530373045	-17.591259355667	-19.1002747802813	-18.6667221552206	-17.9297565610544	-18.8705834610118	-19.0106182496565
HEB24099	-1.04846690206259	-5.4446531931988	-8.46496175750804	-10.3427526671715	-9.63582024008346	-9.54621677919351	-2.07745154220117	-3.52180504413475	-10.4178366693653	-6.73529338486458	-6.32077182900361	-11.1404231241583	-3.90977738246205	-11.5998547427956	-12.6669689386541	-13.7373582665455	-10.9334424284547	-12.7616058127922	-11.4743238607117	-7.76696472863084	-6.4682315873961	-7.05062431244797	-12.4154301716582	-7.58896642665285	-9.83689394009643	-12.3681244568798	-12.0221970426977	-7.81254576293974	-12.0973544022664	-12.8240698997389	-8.85308597359902	-6.27833656268322	-6.54276555058876	-14.2179841074519	-14.3223207672667	-12.644248862154	-14.644248862154	-8.65414489829654	-13.2692094308071	-7.10945965067377	-14.4347954965251	-15.1848172435167	-16.0592863614329	-15.644248862154	-14.5567860209037	-15.2519314393753	-16.0592863614329	-16.644248862154	-18.5622610601044	-17.8764521964981	-16.644248862154	-16.8764521964981	-18.0592863614329	-18.4443297338842	-17.4114613349329	-17.0592863614329	-18.8420842990682	-12.3133319840394	-10.9438091440129	-18.5153122795601	-17.3223207672667	-16.8368939400964	-14.6900525517672	-18.8364295010116	-15.9438091440129	-16.1848172435167	-18.644248862154	-18.0592863614329	-18.1336178668456	-12.7616058127922	-19.455545961733	-17.644248862154	-18.4443297338842	-18.0592863614329	-18.9386348683723	-16.8368939400964	-18.9040436080724	-17.7922530373045	-18.591259355667	-16.7922530373045	-18.6192671283497	-19.1002747802813	-18.6667221552206	-17.9297565610544	-18.8705834610118	-19.0106182496565
HEB24100	-1.21080678810018	-6.65984534084244	-7.76345508006358	-9.50433218600018	-9.08278137976266	-8.92445599892628	-3.42950053991274	-9.94350659116054	-10.3380384350047	-3.54985512736803	-4.88532114710936	-10.118974031386	-2.33858391174231	-10.8828438092539	-12.484879823334	-13.1767575279717	-10.3303027862251	-11.8999173226129	-10.4014638151464	-6.15524363331139	-6.35094255228417	-7.22614555493384	-12.0827813797627	-6.99991311258958	-7.86038895842622	-6.55329806371548	-11.1906967189296	-6.40959169602977	-11.1024101865116	-12.3694026059141	-9.16983811403189	-5.01146397526101	-6.25331575609931	-13.0958375325881	-14.4177656274755	-12.4177656274755	-15.0698423240552	-8.96580525826931	-13.1767575279717	-6.10014745767394	-13.484879823334	-14.9703066505043	-14.8771972461128	-15.7072722446705	-14.3536352900558	-15.5552691512254	-14.9703066505043	-15.4177656274755	-15.5552691512254	-16.0698423240552	-15.7072722446705	-16.8764521964981	-16.8771972461128	-18.4443297338842	-17.4114613349329	-18.9040436080724	-16.5552691512254	-11.8548294330843	-10.5284690918817	-18.5153122795601	-16.0698423240552	-19.1002747802813	-14.5552691512254	-18.8364295010116	-17.4114613349329	-15.7072722446705	-19.644248862154	-19.0592863614329	-16.0698423240552	-14.7072722446705	-17.8771972461128	-15.7072722446705	-18.4443297338842	-19.0592863614329	-17.2922347453916	-17.8368939400964	-16.5552691512254	-17.7922530373045	-16.5552691512254	-16.7922530373045	-18.6192671283497	-19.1002747802813	-18.6667221552206	-17.9297565610544	-18.8705834610118	-19.0106182496565
HEB24111	-0.90267620115258	-2.85341526705275	-8.31399434064666	-10.0366440426329	-9.51783387691668	-9.09383387276945	-3.32528796122382	-9.24496127875764	-10.2555047729991	-9.4843785797312	-4.97055485217514	-10.7817146864362	-3.1197359147353	-11.3845673460532	-12.8439989646905	-11.977265495554	-10.9599182519901	-12.5051970512388	-9.66467526524595	-7.06032662169781	-7.50624590264147	-7.92443453904689	-12.3768729542632	-6.0715388330791	-8.00220339730388	-12.6095337110535	-12.048818756579	-7.22194714523414	-12.2310220877998	-13.2590364639694	-11.0610970863574	-6.44186468355155	-8.35403297790511	-14.2310220877998	-15.0245712103323	-11.9656775212788	-14.4720301873036	-9.69784212918115	-13.0985717917761	-8.09304573014352	-14.4078998498838	-14.9314618059409	-16.9314618059409	-16.1241068838833	-14.7615368044985	-15.3464993052197	-15.7615368044985	-16.6095337110535	-18.5622610601044	-17.8764521964981	-15.9314618059409	-16.8764521964981	-19.0592863614329	-18.4443297338842	-17.4114613349329	-18.9040436080724	-16.9314618059409	-12.9314618059409	-9.6740739632482	-16.6095337110535	-19.1983802913855	-19.1002747802813	-14.7615368044985	-18.8364295010116	-15.6095337110535	-16.1241068838833	-19.644248862154	-19.0592863614329	-18.1336178668456	-12.8439989646905	-19.455545961733	-19.2188162569905	-18.4443297338842	-19.0592863614329	-18.9386348683723	-17.8368939400964	-18.9040436080724	-17.7922530373045	-18.591259355667	-16.7922530373045	-18.6192671283497	-19.1002747802813	-18.6667221552206	-16.6095337110535	-18.8705834610118	-17.9314618059409
