feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae..g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__cereus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter.s__	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia.s__muciniphila	k__Bacteria.__.__.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__helveticus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__.s__	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria.g__Lardizabala.s__biternata	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Epulopiscium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__gordonii	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__prausnitzii	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter_Eubacterium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__rc4.4.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__.s__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__longum	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus.s__	k__Bacteria.p__Firmicutes.__.__.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella.s__	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum.s__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.g__Streptomyces.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae.g__Brevibacterium.s__casei	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Plesiomonas.s__shigelloides	Unassigned.__.__.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Intrasporangiaceae.g__.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae.g__Brachybacterium.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas.s__maltophilia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Jeotgalicoccus.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.s__	k__Bacteria.p__Bacteroidetes.__.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Acidaminococcus.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae.g__Prauseria.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae.__.__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiaceae.g__Rhodococcus.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megasphaera.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Gallibacterium.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.__.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__thermopalmarium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megamonas.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__.__
HEB24001	-1.52982169517194	-1.9833369775746	-7.60963797896215	-9.52999464217111	-9.08302771671929	-8.93644829522926	-3.3779627227864	-8.51348555500567	-10.5560569387573	-4.25971425406442	-10.1985049341392	-5.10038723891621	-9.87423289878356	-3.05957761178644	-11.0857370039773	-12.2583763901166	-12.4971632497037	-10.5043948189348	-11.7487020166997	-10.3081294253137	-7.21176103084149	-6.3596597259538	-8.76598000813154	-11.9710944380362	-7.54669483555362	-11.2462016761705	-10.2043815004759	-11.1752351548164	-7.25990547880337	-11.8190913445911	-15.0401436388431	-13.2830384443509	-11.2583763901166	-6.0867542998527	-5.6189283705914	-13.8930919260349	-13.8190913445911	-12.8556172206162	-14.3336645174209	-8.89546673322278	-13.6815878208412	-6.61158888533231	-13.9710944380362	-13.6815878208412	-14.9710944380362	-16.6881569498993	-14.9710944380362	-15.8190913445911	-14.3336645174209	-15.1410194394785	-16.1410194394785	-16.1410194394785	-16.5560569387573	-18.0636583996635	-13.7487020166997	-18.2731194506205	-17.8117806156148	-19.5616074179674	-19.2712122342521	-18.5426439793723	-16.1410194394785	-19.5616074179674	-12.4405797213374	-10.353116880087	-18.3202515580358	-19.2914337865526	-19.1945039066971	-16.8320021679153	-18.5547365840062	-18.8056783852061	-18.5269398255301	-19.305150339531	-18.7090770795269	-14.6815878208412	-19.9314695008633	-19.2550643102419	-18.179198536309	-19.270473279523	-19.7771290053427	-18.3507881449556	-20.1276064800935	-19.4910662560849	-18.7912763155187	-17.1410194394785	-18.8455819316191	-19.9526090251696	-20.1276064800935	-20.1276064800935	-16.125781293297
HEB24002	-1.19686905805923	-7.15134161450552	-8.30943554234759	-10.1574324489025	-9.21401597726891	-9.88334285455975	-1.23741405072695	-7.92902813033107	-10.8222482573129	-6.38505950085125	-11.0587848609696	-6.00213157532861	-10.9939337166197	-4.44517530939149	-11.2922749911894	-12.5948377612098	-13.2922749911894	-11.656238305874	-12.5017283568184	-10.5533611252337	-8.40897121589851	-7.67042111301631	-9.40369627385783	-12.3724453398734	-8.1158659561769	-9.03616195200896	-12.5017283568184	-12.1618783539337	-7.7704093257933	-12.5017283568184	-12.7468408546549	-13.0754636021163	-12.8012886386773	-6.68834796989363	-7.7978247833737	-14.1094109340396	-14.331803355376	-12.1094109340396	-18.6231670511025	-10.0382039835472	-13.8012886386773	-7.0402489095322	-15.0422967381811	-13.6943734347608	-14.8012886386773	-15.5017283568184	-14.5948377612098	-14.8012886386773	-13.9781664007613	-15.9167658560972	-15.6943734347608	-18.9348081078975	-15.9167658560972	-15.9167658560972	-15.179800261931	-18.2731194506205	-17.8117806156148	-19.5616074179674	-19.2712122342521	-18.5426439793723	-16.9167658560972	-19.5616074179674	-13.6437473616908	-10.8578721670436	-15.6943734347608	-19.2914337865526	-19.1945039066971	-12.8293030148469	-18.5547365840062	-18.8056783852061	-18.5269398255301	-19.305150339531	-18.7090770795269	-13.9781664007613	-19.9314695008633	-19.2550643102419	-18.179198536309	-19.270473279523	-19.7771290053427	-18.3507881449556	-20.1276064800935	-19.4910662560849	-18.7912763155187	-20.3491235377513	-18.8455819316191	-19.9526090251696	-20.1276064800935	-20.1276064800935	-16.125781293297
HEB24003	-1.09378274084458	-6.84351468645226	-7.9252706569664	-9.87765263673366	-9.1416241618215	-9.67683362734556	-3.08201352182885	-9.47910326024338	-10.7957110231975	-4.06787407001129	-10.9645300874136	-4.68962582891603	-10.8406584292515	-2.69516154148208	-11.0048878250298	-12.0569763361782	-13.4439994592875	-10.8315562221442	-12.23754858182	-10.9349858117996	-6.70876891649201	-5.16769607069424	-8.04509136702537	-11.7868871728105	-6.15681986550423	-10.0783499869708	-7.09051329589745	-11.5445263352414	-6.38996918215294	-11.4579386502453	-15.0401436388431	-13.23754858182	-9.38621596270183	-4.86178508770214	-6.17865489276647	-13.5005829876538	-15.1444391774286	-12.5594766767074	-18.6231670511025	-9.19899534105065	-13.286458182301	-6.81240262906691	-14.6850075587913	-14.4439994592875	-16.7027746749362	-16.6881569498993	-15.5594766767074	-16.1444391774286	-15.8225110825412	-14.4439994592875	-15.337084255371	-18.9348081078975	-18.686249733531	-18.0636583996635	-14.5594766767074	-18.2731194506205	-17.8117806156148	-19.5616074179674	-19.2712122342521	-14.9745141759862	-18.5164320015845	-19.5616074179674	-11.6208772213715	-10.4791032602434	-18.3202515580358	-16.1444391774286	-19.1945039066971	-13.896511663985	-18.5547365840062	-18.8056783852061	-15.337084255371	-19.305150339531	-16.1444391774286	-13.5005829876538	-19.9314695008633	-19.2550643102419	-16.5594766767074	-19.270473279523	-19.7771290053427	-18.3507881449556	-20.1276064800935	-19.4910662560849	-18.7912763155187	-20.3491235377513	-18.8455819316191	-19.9526090251696	-20.1276064800935	-20.1276064800935	-16.125781293297
HEB24004	-2.22011615343851	-5.61970029964643	-7.7495393327238	-9.71340279553275	-8.72101597964263	-9.32673704053058	-0.960055833979292	-8.05443971336782	-10.1539753869187	-5.93740966035763	-10.6165018119789	-5.44815542437271	-10.2388642845052	-3.56190283479138	-10.8637195123499	-12.4554393792464	-12.7225434493892	-10.791405307534	-12.1294530677847	-8.13351128435902	-6.16146589809449	-7.38178808403944	-5.68688226505113	-12.1622430029023	-7.13809046484532	-8.18944473046098	-11.5177236575007	-11.3477986560584	-7.37636780825518	-11.6863232614765	-15.0401436388431	-13.4759034818061	-8.96856187820742	-5.75265698934687	-6.13046655222458	-13.7978315766935	-14.7978315766935	-12.0973918585524	-14.5177236575007	-9.03343385524752	-13.3957331331221	-6.60553876222269	-14.5177236575007	-13.7978315766935	-14.2832584038637	-14.2128690759723	-15.0202239980299	-15.6051864987511	-14.2128690759723	-15.7978315766935	-16.2832584038637	-15.4352614973088	-18.686249733531	-18.0636583996635	-14.0202239980299	-16.6051864987511	-15.2832584038637	-19.5616074179674	-19.2712122342521	-18.5426439793723	-18.5164320015845	-19.5616074179674	-12.6744491611882	-10.8840873100439	-18.3202515580358	-16.0202239980299	-19.1945039066971	-14.4352614973088	-18.5547365840062	-18.8056783852061	-15.6051864987511	-17.0202239980299	-18.7090770795269	-14.1457548801138	-19.9314695008633	-19.2550643102419	-18.179198536309	-19.270473279523	-19.7771290053427	-16.6051864987511	-20.1276064800935	-19.4910662560849	-18.7912763155187	-20.3491235377513	-18.8455819316191	-19.9526090251696	-20.1276064800935	-20.1276064800935	-16.125781293297
HEB24005	-2.3811165451079	-6.38982918864056	-7.54464931687269	-9.55099337884438	-8.84204216084777	-9.09324420359413	-1.91953645989202	-9.88802836612195	-10.2551950157817	-4.29863119285682	-10.5696090570117	-4.77131610870677	-9.95069922436724	-1.94539514878462	-10.8363955977066	-11.9056582601437	-12.3769639790693	-10.7383635147461	-11.8363955977066	-10.2402058415622	-5.37146701732112	-5.33343951444432	-7.77434945998614	-12.2216857535914	-6.0871546586843	-7.72135194754492	-5.79644843753754	-10.8938810923674	-7.04971756381598	-10.0258239629655	-15.0401436388431	-13.4440781749279	-12.2972367865986	-4.24528236881517	-8.07069511005553	-13.5144675028193	-14.1359558795655	-10.7331077892946	-14.5144675028193	-8.73048708913547	-13.5509933788444	-7.34905798249945	-14.3769639790693	-13.588468084263	-14.3769639790693	-14.3769639790693	-15.5144675028193	-14.7489327564563	-15.029040675649	-14.7489327564563	-15.029040675649	-16.2514330969855	-16.8363955977066	-15.8363955977066	-13.9295050020981	-15.029040675649	-17.8117806156148	-16.8363955977066	-19.2712122342521	-15.3769639790693	-16.2514330969855	-19.5616074179674	-11.505478719592	-11.1290364656257	-18.3202515580358	-15.5144675028193	-16.2514330969855	-14.5144675028193	-18.5547365840062	-16.5144675028193	-16.029040675649	-16.8363955977066	-18.7090770795269	-15.3769639790693	-17.2514330969855	-19.2550643102419	-18.179198536309	-19.270473279523	-19.7771290053427	-18.3507881449556	-20.1276064800935	-19.4910662560849	-18.7912763155187	-20.3491235377513	-17.2514330969855	-19.9526090251696	-20.1276064800935	-20.1276064800935	-16.125781293297
HEB24006	-1.54967757397172	-5.58624595120113	-7.90559396485082	-9.7860904656231	-9.20112796490195	-9.41440933553864	-2.11809192995058	-10.0190676376007	-10.8180805798675	-2.42768988490646	-10.7734904288435	-5.2588192501687	-10.4490554783455	-3.2981094334574	-11.0643916281102	-12.2791304769032	-14.0954185237308	-10.8574292473434	-12.1271273834582	-9.96434445125988	-7.02185905099828	-6.60530886572921	-8.43534509831463	-11.9465551378164	-6.45564528770589	-7.3129187903595	-9.98962385970824	-11.5855574782504	-7.1621127414075	-11.7988015173727	-15.0401436388431	-13.0340179790667	-12.8910600252246	-5.84090335025249	-7.0491248714569	-13.4095271141589	-14.8116255577302	-12.7120898841793	-18.6231670511025	-10.0529264416168	-13.9185407616468	-7.81162555773024	-14.1595488611505	-13.8640929776244	-13.7609994846603	-14.3710529663443	-15.0340179790667	-15.4490554783455	-14.2970523849005	-18.0636583996635	-15.0340179790667	-16.6189804797878	-15.8116255577302	-16.6189804797878	-14.6189804797878	-15.8116255577302	-15.8116255577302	-16.6189804797878	-19.2712122342521	-18.5426439793723	-18.5164320015845	-19.5616074179674	-12.3335782609256	-10.6823425407853	-18.3202515580358	-16.2970523849005	-19.1945039066971	-14.7120898841793	-15.6189804797878	-16.2970523849005	-15.8116255577302	-17.6189804797878	-18.7090770795269	-13.4896974628429	-16.6189804797878	-19.2550643102419	-18.179198536309	-19.270473279523	-19.7771290053427	-18.3507881449556	-20.1276064800935	-19.4910662560849	-18.7912763155187	-20.3491235377513	-18.8455819316191	-19.9526090251696	-20.1276064800935	-20.1276064800935	-16.125781293297
HEB24016	-2.67201202905785	-1.77312650488039	-7.70281131548386	-9.67134097688477	-9.08351882202437	-9.01109034885937	-1.89585806868021	-9.77133676686149	-10.4489485555483	-8.75759671023519	-10.2466747764081	-4.81165829762235	-10.2307683854988	-2.80485316321291	-11.0806648249692	-12.3087708975001	-12.5879249686971	-10.9815093583097	-12.0749737128914	-10.2888713400624	-7.67510289568097	-6.48457821582877	-8.33149097400014	-12.4054469169117	-6.60038948368224	-6.91454640895664	-12.3357379451003	-11.3701714421642	-6.86705627314036	-11.7149302454325	-15.0401436388431	-13.6713409768848	-12.4343017795839	-5.42703377911988	-7.58843162192126	-13.7061063950454	-14.156767804055	-11.7968718589686	-13.8157308862199	-8.4995089096778	-12.9975692092058	-8.19947225500925	-14.2563034776059	-13.7782561808013	-14.1094620892767	-15.2563034776059	-14.8937333982212	-14.4786958989424	-14.4786958989424	-17.0636583996635	-16.0636583996635	-16.2563034776059	-16.4786958989424	-17.0636583996635	-14.5400964436065	-18.2731194506205	-16.0636583996635	-16.4786958989424	-19.2712122342521	-18.5426439793723	-18.5164320015845	-19.5616074179674	-11.8444898792014	-9.54795856137949	-18.3202515580358	-16.2563034776059	-19.1945039066971	-14.156767804055	-18.5547365840062	-18.8056783852061	-15.3632186815224	-18.0636583996635	-18.7090770795269	-13.0636583996635	-19.9314695008633	-19.2550643102419	-18.179198536309	-19.270473279523	-19.7771290053427	-18.3507881449556	-20.1276064800935	-19.4910662560849	-18.7912763155187	-20.3491235377513	-18.8455819316191	-19.9526090251696	-20.1276064800935	-18.0636583996635	-16.125781293297
HEB24020	-1.39557308236663	-2.15548509352916	-7.73323755564634	-9.60729867156856	-9.29753768490604	-9.17276123208211	-4.95191122921007	-10.1221924076795	-10.8485107576462	-6.20720274935385	-10.2706376817113	-5.26133993712924	-10.263548256925	-2.31740169174042	-11.1221924076795	-12.4124116428395	-12.7660485974542	-10.8645112363399	-11.9025505973591	-9.61179305227777	-6.79642224649772	-5.79562310226807	-7.81120606307404	-11.7862264793918	-6.95797823028355	-7.81573572155455	-10.886125049446	-11.3435165616284	-7.63162227723327	-11.7964222464977	-13.5784215942784	-12.8698844084387	-11.0717874542422	-5.48643801640171	-5.32068881553132	-13.2921174091218	-14.4124116428395	-11.9934590935573	-13.8485107576462	-8.84586117923222	-13.6140455040091	-7.72408530435051	-14.4765419802592	-14.0779926037689	-13.5436561761178	-16.6881569498993	-14.9359735988965	-15.7660485974542	-15.7660485974542	-15.029083003288	-15.3510110981754	-16.1286186768389	-16.6140455040091	-15.6140455040091	-14.029083003288	-15.4765419802592	-17.8117806156148	-19.5616074179674	-19.2712122342521	-15.7660485974542	-15.7660485974542	-19.5616074179674	-11.029083003288	-10.5308321357602	-18.3202515580358	-16.9359735988965	-16.9359735988965	-15.3510110981754	-18.5547365840062	-15.7660485974542	-15.7660485974542	-17.3510110981754	-18.7090770795269	-13.7660485974542	-19.9314695008633	-19.2550643102419	-16.9359735988965	-19.270473279523	-19.7771290053427	-18.3507881449556	-20.1276064800935	-19.4910662560849	-18.7912763155187	-20.3491235377513	-18.8455819316191	-19.9526090251696	-20.1276064800935	-20.1276064800935	-16.125781293297
HEB24023	-4.77551688232593	-2.85186555503904	-7.26223273633572	-9.21487346840898	-8.91953659457897	-8.85677298501789	-4.8758567396336	-9.59708493044583	-9.75164950393586	-7.63205464570614	-10.1736960617341	-3.9869118669274	-9.78227111967717	-1.05987498442869	-10.599180348448	-12.2052661407349	-12.7966264126542	-10.8555201017078	-11.5497116721837	-8.24490533567816	-5.11059285263512	-4.8969673862768	-7.2709751078745	-12.1674641080226	-4.51913752204982	-7.42878943547546	-11.3043459144429	-10.6033803369773	-6.12250478002185	-10.7822711196772	-13.2180901810925	-12.7966264126542	-11.3459650036447	-3.73542625621751	-8.56703848991359	-13.1674641080226	-13.9810509837917	-12.916920646372	-13.9810509837917	-10.3077686800837	-13.325005385009	-7.55987869834073	-14.5018831470931	-13.5335920068204	-13.440482602429	-14.0712487927632	-15.1185545075416	-15.1185545075416	-14.0254451031501	-15.2180901810925	-14.8555201017078	-15.8555201017078	-16.0254451031501	-15.8555201017078	-14.3815889133754	-15.7035170082628	-15.325005385009	-16.2180901810925	-16.440482602429	-18.5426439793723	-16.0254451031501	-19.5616074179674	-11.1736960617341	-11.5497116721837	-16.7035170082628	-16.7035170082628	-19.1945039066971	-13.9379822618998	-18.5547365840062	-18.8056783852061	-15.325005385009	-19.305150339531	-16.0254451031501	-13.7400428842879	-19.9314695008633	-19.2550643102419	-18.179198536309	-19.270473279523	-17.440482602429	-15.440482602429	-20.1276064800935	-18.0254451031501	-18.7912763155187	-20.3491235377513	-18.8455819316191	-19.9526090251696	-20.1276064800935	-20.1276064800935	-16.125781293297
HEB24025	-1.50747937230393	-2.74046605855872	-7.83472382119106	-9.77499671285388	-8.98167548622903	-9.21895889767196	-1.59143520255099	-8.46317614568709	-11.218958897672	-4.61100873641942	-10.4548471614926	-5.9181398293787	-10.202928787853	-4.31025599735614	-11.2351691248532	-12.417372456074	-13.2765099202341	-10.7369903902741	-12.2933837387985	-10.4313116470318	-8.13672063676513	-8.18510528680241	-8.66935167339877	-12.4548471614926	-8.03743875775104	-8.32339630786496	-12.1949800347375	-11.3364524606904	-7.8762261876453	-11.8324099553528	-15.0401436388431	-13.5734916579913	-12.7485783645493	-6.59425021815805	-8.1645857428838	-13.0303493329647	-15.1178121742151	-12.7720373373733	-14.1792127188792	-10.4836061544741	-14.1178121742151	-7.72692670692943	-14.7958840793277	-13.6153118336859	-15.7027746749362	-15.1178121742151	-15.1178121742151	-15.5328496734939	-15.0023349567951	-16.1178121742151	-15.3808465800489	-17.1178121742151	-15.5328496734939	-16.3808465800489	-14.4548471614926	-18.2731194506205	-17.8117806156148	-19.5616074179674	-19.2712122342521	-15.8954197528786	-18.5164320015845	-16.7027746749362	-13.417372456074	-11.0734180548566	-16.3808465800489	-19.2914337865526	-16.3808465800489	-13.3104572521575	-17.1178121742151	-16.7027746749362	-15.0023349567951	-19.305150339531	-17.1178121742151	-14.4548471614926	-19.9314695008633	-19.2550643102419	-18.179198536309	-19.270473279523	-17.7027746749362	-18.3507881449556	-20.1276064800935	-19.4910662560849	-18.7912763155187	-20.3491235377513	-18.8455819316191	-19.9526090251696	-20.1276064800935	-20.1276064800935	-16.125781293297
