feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae..g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	k__Bacteria.__.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria.g__Lardizabala	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Epulopiscium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter_Eubacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__rc4.4	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	k__Bacteria.p__Firmicutes.__.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.g__Streptomyces	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae.g__Brevibacterium	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Plesiomonas	Unassigned.__.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae.g__Brachybacterium	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Jeotgalicoccus	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	k__Bacteria.p__Bacteroidetes.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Acidaminococcus	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae.__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megasphaera	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Gallibacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megamonas	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Thermicanaceae..g__Bacillus	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__
HEB24001	0.346320166607856	0.252904221239734	0.00512000885623154	0.00135265098836928	0.00190616545931323	0.00289211311068214	0.0961904366537283	0.00273643716572915	0.00066421736513274	0.0522033335409013	0.0291494558260858	0.0010655153565671	0.119943126388111	0.000460108903972158	0.000204108461160581	0.000172973272169984	0.000719568812227135	0.000290595097245574	0.000788758121095128	0.00674595761462939	0.0121773183607669	0.00236973382872878	0.000249081511924777	0.00534833357549591	0.000411676387764563	0.000847569033632923	0.000432433180424961	0.00652455182625181	0.000276757235471975	0.000100324497858591	0.000408216922321163	0.0147131065307789	0.020348575738077	6.5729843424594e-05	6.91893088679937e-05	0.000134919152292588	4.84325162075956e-05	0.00209989552414361	7.61082397547931e-05	0.0102261798506895	7.61082397547931e-05	0	3.11351889905972e-05	1.72973272169984e-05	4.84325162075956e-05	2.76757235471975e-05	1.38378617735987e-05	1.38378617735987e-05	1.03783963301991e-05	0	0	0	0	0	1.38378617735987e-05	0	0.000179892203056784	0.000764541862991331	0	0	0	0	0	0	0	0	0	3.80541198773965e-05	0	0	0	0	0	0	6.91893088679937e-06	0	0	0
HEB24002	0.436220943390126	0.0070344745832121	0.00315217742717662	0.000875604840882394	0.00171349131938832	0.00152759367624713	0.424132208248467	0.00410321899281196	0.000552304591941202	0.0119648033795653	0.0156019311801537	0.000490338710894141	0.045905941180908	0.000398736973694136	0.000161650124470596	9.96842434235341e-05	0.000490338710894141	0.000172426799435302	0.00066545967907062	0.00294203226536484	0.00490877544642376	0.00150334615757654	0.000188591811882362	0.00360479777569429	0.00190477730001185	0.000172426799435302	0.000218227668035304	0.00458008686000022	0.000172426799435302	0.000115849255870594	0.000140096774541183	0.00969631329949457	0.00449387346028256	5.65775435647085e-05	4.84950373411788e-05	0.000226310174258834	0	0.000951041565635339	7.00483872705915e-05	0.007597555850118	7.54367247529447e-05	2.15533499294128e-05	4.0412531117649e-05	3.50241936352958e-05	6.19658810470617e-05	1.61650124470596e-05	1.88591811882362e-05	0	1.61650124470596e-05	1.61650124470596e-05	0	0	0	0	8.08250622352979e-06	0	7.81308934941213e-05	0.00053883374823532	1.88591811882362e-05	0	0	0.000137402605800006	0	0	0	0	0	6.19658810470617e-05	0	0	0	0	0	0	0	0	0	0
HEB24003	0.468531275453152	0.00870756657509284	0.0041139196819305	0.00106299266949211	0.00180846804809697	0.00172218617557326	0.118092273285752	0.00140121760978505	0.000562557808854591	0.0596276764636857	0.0387509145878488	0.000545301434349849	0.154410039068432	0.000486629761033726	0.000234686693264492	8.97331474246587e-05	0.000548752709250797	0.000207076494056905	0.000510788685340365	0.0095600314756271	0.0278207269765451	0.00382746386515179	0.00028300454187777	0.0140156273727515	0.000924941673454174	0.00733741043941632	0.000334773665391996	0.0119241547827768	0.000355481314797686	0.000103538247028452	0.00149440203211066	0.0343919543879509	0.0138050996037936	8.62818725237103e-05	2.76101992075873e-05	0.000165661195245524	0	0.00170147852616757	0.000100086972127504	0.008897386694645	4.48665737123293e-05	0	2.07076494056905e-05	1.38050996037936e-05	1.72563745047421e-05	4.48665737123293e-05	2.41589243066389e-05	0	0	0	0	0	0	3.10614741085357e-05	0	0	0.000317517290887254	0.000700608804892527	0	1.38050996037936e-05	0	6.55742231180198e-05	0	0	2.41589243066389e-05	0	1.38050996037936e-05	8.62818725237103e-05	0	0	1.03538247028452e-05	0	0	0	0	0	0	0
HEB24004	0.214624078722663	0.0203376909322988	0.00464682383446975	0.00119117178703353	0.00241243633500265	0.00219426381821966	0.514037019111411	0.00376159511694799	0.000877705527287865	0.0163177996173204	0.0229056065321353	0.000827550925728558	0.0846760138125773	0.00053665423668458	0.000178048835535538	0.000147956074599954	0.000614393869101505	0.000223187976938914	0.00356097671071077	0.0139705642643448	0.0059959826164151	0.0194725240554008	0.000218172516782984	0.00709938385071984	0.00342555928650064	0.000341051290603285	0.000383682701928695	0.00601855218711679	0.000303435339433805	8.77705527287865e-05	0.0019961531420604	0.0185471716566316	0.0142739996037786	7.02164421830292e-05	3.51082210915146e-05	0.000228203437094845	4.26314113254106e-05	0.00190838258933161	9.27860128847171e-05	0.010269154669268	7.02164421830292e-05	5.26623316372719e-05	3.00927609355839e-05	2.00618406237226e-05	5.26623316372719e-05	1.75541105457573e-05	1.25386503898266e-05	2.2569570701688e-05	0	0	1.00309203118613e-05	2.50773007796533e-05	0	0	0	0	0.000152971534755885	0.000529131046450684	0	1.5046380467792e-05	0	4.51391414033759e-05	0	0	2.00618406237226e-05	7.52319023389598e-06	0	5.51700617152372e-05	0	0	0	0	1.00309203118613e-05	0	0	0	0	0
HEB24005	0.191962006251108	0.0119253883442254	0.00535595639179024	0.00133311399620148	0.00222612946160568	0.00248890673970308	0.264341123362182	0.0010553819136595	0.000818241443181357	0.0508142891020067	0.0366179068828419	0.0010105175003258	0.259645314766588	0.000546918562544197	0.000260640877462469	0.000188003255874568	0.000632374587941728	0.000273459281272098	0.00082678704572111	0.024156281979247	0.0248014749709984	0.00463171657654617	0.00020936726222395	0.01470911837155	0.00473853660829308	0.0179927661474501	0.000525554556194814	0.0075479034432369	0.000959243885087283	8.97288266674073e-05	0.000198685259049259	0.0527285040709114	0.00371947350542753	8.54560253975307e-05	5.5546416508395e-05	0.000587510174608024	4.27280126987654e-05	0.00235431349970197	8.33196247625925e-05	0.00613360622290777	8.11832241276542e-05	4.70008139686419e-05	2.13640063493827e-05	3.63188107939506e-05	2.99096088891358e-05	3.63188107939506e-05	2.99096088891358e-05	1.28184038096296e-05	8.54560253975307e-06	1.70912050795061e-05	2.99096088891358e-05	0	8.54560253975307e-06	2.3500406984321e-05	1.28184038096296e-05	0	0.000343960502225061	0.000446507732702098	0	2.13640063493827e-05	1.28184038096296e-05	4.27280126987654e-05	0	1.06820031746913e-05	1.49548044445679e-05	8.54560253975307e-06	0	2.3500406984321e-05	6.40920190481481e-06	0	0	0	0	0	0	0	0	0
HEB24006	0.341578760428905	0.0208143425226089	0.0041703199397924	0.0011326181611348	0.00175357110035345	0.00203672564063715	0.230346218520791	0.000963718961667333	0.000553890021783029	0.18585866614341	0.0261172806235361	0.000715337785979876	0.101662415208876	0.000466956610292419	0.00020118875230684	5.71276704081151e-05	0.000611017692191144	0.000223543058118711	0.00100097613802045	0.00769484882279742	0.0102705616146763	0.00292841406135512	0.000253348799201206	0.0113932445287837	0.00628901136840641	0.00098358945572233	0.000325379340150569	0.00698199484857442	0.000280670728526826	0.000119222964329979	0.000131642023114352	0.017446293780287	0.00755078774089869	9.19010350043591e-05	3.4773364596244e-05	0.000149028705412474	0	0.000941364655855462	6.45791056787388e-05	0.00445099066831923	6.70629174356134e-05	4.71924233806168e-05	2.98057410824948e-05	2.23543058118711e-05	4.96762351374914e-05	0	2.98057410824948e-05	9.93524702749828e-06	1.7386682298122e-05	9.93524702749828e-06	1.7386682298122e-05	1.7386682298122e-05	9.93524702749828e-06	0	0	0	0.000193737317036216	0.00060853388043427	0	1.24190587843728e-05	0	4.96762351374914e-05	1.98704940549966e-05	1.24190587843728e-05	1.7386682298122e-05	4.96762351374914e-06	0	8.693341149061e-05	9.93524702749828e-06	0	0	0	0	0	0	0	9.93524702749828e-06	0
HEB24016	0.156907690623061	0.292574004453042	0.00479979559805818	0.00122641165091068	0.00189436799649597	0.0027612512318867	0.268713727780414	0.00114428587071577	0.000715406796364565	0.00231047194948352	0.0356079132751761	0.000832207905975107	0.143105084498303	0.000461729386429171	0.000197101872467788	0.000162426543052159	0.000551155235974742	0.000231777201883418	0.000799357593897142	0.00489287148227908	0.0111672810891703	0.00314632989013396	0.000184326751104135	0.0103058729057926	0.0082892287476731	0.000193451837792459	0.000377778588896595	0.00856663138299814	0.000297477826039347	7.66507281819177e-05	0.000180676716428806	0.0232434208124977	0.00519582436033142	7.4825710844253e-05	5.47505201299412e-05	0.000281052670000365	6.93506588312589e-05	0.00276307624922437	0.000122276161623535	0.00340183231740702	7.11756761689236e-05	2.55502427273059e-05	3.28503120779647e-05	4.3800416103953e-05	4.3800416103953e-05	7.30006935065883e-06	1.46001387013177e-05	1.2775121363653e-05	1.09501040259882e-05	7.30006935065883e-06	0	1.46001387013177e-05	1.09501040259882e-05	0	0	0	0.000271927583312041	0.00133591269117057	0	1.2775121363653e-05	0	5.47505201299412e-05	0	0	2.37252253896412e-05	3.65003467532942e-06	0	0.000116801109610541	0	0	0	0	0	0	0	3.65003467532942e-06	0	0
HEB24023	0.0365110003373187	0.13851617255725	0.00651399872568494	0.00168284547055957	0.00210824182002174	0.00302275027172895	0.0340579438551778	0.00129118099021776	0.00116000149919418	0.00504104044076309	0.0630692252914059	0.00113563959371838	0.479670926876804	0.000644653498744425	0.000211761178366628	0.000140549454668116	0.000734605149732019	0.000333570705745662	0.00329635321014954	0.0289438176979873	0.0335632097747461	0.00652149469660058	0.000217383156553353	0.0436115587871519	0.00580375548142873	0.000395412465799633	0.000642779506015517	0.014352910310708	0.000567819796859188	0.000140549454668116	0.000384168509426183	0.0750796446909786	0.00263670776957385	0.000108691578276676	6.1841760053971e-05	0.000129305498294667	6.1841760053971e-05	0.000788950938870357	9.7447621903227e-05	0.00529965143735242	8.43296728008695e-05	5.80937745961546e-05	2.81098909336232e-05	2.81098909336232e-05	5.99677673250628e-05	2.6235898204715e-05	3.37318691203478e-05	1.68659345601739e-05	1.49919418312657e-05	1.68659345601739e-05	1.87399272890821e-05	2.43619054758068e-05	1.31179491023575e-05	0	1.49919418312657e-05	0	0.000432892320377797	0.000333570705745662	9.36996364454106e-06	9.36996364454106e-06	0	8.43296728008695e-05	0	0	2.43619054758068e-05	0	1.49919418312657e-05	7.30857164274203e-05	0	0	0	5.62197818672464e-06	2.24879127468985e-05	0	0	0	0	0
HEB24025	0.351725204723044	0.149636490622817	0.00438039346198737	0.00114138663241726	0.00201324664732325	0.00239058391183902	0.331841171479865	0.00283354504844448	0.000419524039430572	0.040921171667362	0.016537215766604	0.000848422917731101	0.0504061648940409	0.000414836619995594	0.00018280935796416	0.000100779517852037	0.000604677107112222	0.000199215325986585	0.000724206302704172	0.00355306393171367	0.00343587844583921	0.00250073826856101	0.000178121938529182	0.00380618458120251	0.00312182134369566	0.00021327758429152	0.000386712103385723	0.00425617684696044	0.00027421403694624	8.20298401121231e-05	0.000145310002484332	0.0103498221124324	0.00348509634990649	0.000119529195591951	2.81245166098708e-05	0.000142966292766843	5.39053235022523e-05	0.000698425495811791	5.62490332197415e-05	0.00472023137102331	7.96861303946338e-05	2.81245166098708e-05	2.81245166098708e-05	2.10933874574031e-05	3.046822632736e-05	1.40622583049354e-05	2.34370971748923e-05	7.03112915246769e-06	2.10933874574031e-05	1.17185485874462e-05	0	0	0	1.64059680224246e-05	0	9.37483886995692e-06	9.140467898208e-05	0.000464054524062868	1.17185485874462e-05	0	1.17185485874462e-05	9.84358081345477e-05	7.03112915246769e-06	9.37483886995692e-06	3.046822632736e-05	0	7.03112915246769e-06	4.45304846322954e-05	0	0	0	4.68741943497846e-06	0	0	0	0	0	0
HEB24034	0.59670162347327	0.0447768172318511	0.00327281738146557	0.000967818854233389	0.00134341361086825	0.00154445810715827	0.12191400594406	0.00205875798138858	0.000520533812099762	0.0200748384241228	0.0190680574582053	0.00052676774996922	0.0989372694417041	0.000317930831342369	0.00022909721670259	0.00019481055842057	0.00052676774996922	0.000152731477801726	0.000412998383851607	0.00466921946422421	0.0169594279738611	0.00222084036599449	0.000244682061376235	0.00307956530751236	0.0060017236838209	0.000409881414916878	0.000249357514778329	0.00352373338071126	0.00028052720412562	0.000154289962269091	0.000179225713746924	0.012576969651632	0.0256682391774942	5.92224097598531e-05	5.45469563577595e-05	0.000241565092441506	3.11696893472911e-05	0.00249669211671802	0.000162082384605914	0.00526300204629011	4.36375650862076e-05	0	1.4026360206281e-05	1.87018136083747e-05	2.33772670104683e-05	2.18187825431038e-05	1.09093912715519e-05	1.09093912715519e-05	6.23393786945822e-06	7.79242233682278e-06	0	0	0	9.35090680418734e-06	0	3.11696893472911e-06	0.000344425067287567	0.00130912695258623	0	3.11696893472911e-06	0	1.71433291410101e-05	0	0	1.87018136083747e-05	0	0	5.92224097598531e-05	0	7.79242233682278e-06	0	0	0	0	0	3.11696893472911e-06	0	0
