feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae..g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	k__Bacteria.__.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria.g__Lardizabala	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Epulopiscium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter_Eubacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__rc4.4	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	k__Bacteria.p__Firmicutes.__.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.g__Streptomyces	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae.g__Brevibacterium	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Plesiomonas	Unassigned.__.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae.g__Brachybacterium	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Jeotgalicoccus	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	k__Bacteria.p__Bacteroidetes.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Acidaminococcus	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae.g__Prauseria	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.__.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae.__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Gallibacterium	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megamonas	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__
HEB24017	-2.55512524830744	-1.51868053640516	-7.59695284029433	-9.52357536354245	-9.08165305196652	-8.5314914055753	-1.69818367297379	-10.2075802244088	-10.3755248617229	-5.60476105910663	-6.01060662524493	-10.0860182445279	-3.79915949344615	-11.1607860129299	-12.4523404587737	-12.9929088401364	-10.85739386948	-12.2958359730937	-10.1638588469795	-7.90608905440862	-7.86863084136266	-8.96182381000687	-12.6279120233572	-7.67810247436126	-8.13870157209095	-11.269118634718	-11.2364030595746	-7.61945044460899	-11.5778713408576	-13.4225931153797	-12.9287785027167	-6.99632836067758	-7.43182344143322	-13.5137410034379	-14.083106649108	-9.99838397020259	-14.2824154573314	-9.65144055885343	-12.8875558399902	-7.4928214371841	-13.8278495938659	-14.7153748646075	-15.5778713408576	-15.1304123638864	-15.2299480374373	-15.5778713408576	-15.4523404587737	-15.7153748646075	-18.5622424242211	-16.4523404587737	-18.3552249009769	-17.9718965108344	-17.0373029594949	-16.4523404587737	-18.0686680818985	-13.7153748646075	-10.2757517270504	-17.2613131598409	-19.1983802913855	-16.7153748646075	-12.9498401182446	-18.8364295010116	-17.0373029594949	-15.4523404587737	-18.0373029594949	-17.0373029594949	-18.1336178668456	-14.2299480374373	-18.0373029594949	-18.0105062520031	-17.8705934942268	-18.455545961733	-20.1418215122767	-16.2299480374373	-18.0373029594949	-19.5568590115555	-16.9718965108344	-18.6872184679188	-19.0105062520031	-12.1424851961869
HEB24040	-3.57530659429222	-0.834280476599644	-7.74227654564924	-9.5738654368612	-9.32323933479581	-8.39195208487983	-6.28948708029024	-9.92023439101186	-10.2170090086709	-6.10281681408543	-5.02983006641179	-10.1978415979329	-2.37431593703582	-11.2409547042959	-12.4553209850935	-12.9619124222617	-10.7930933580456	-11.9971632694448	-10.992074392772	-6.81230544507013	-5.74729182929586	-8.32204158043819	-12.6580057350124	-6.55463000474684	-11.2561251389373	-11.2500378090584	-11.2530782633784	-7.15580173921259	-11.7071932846399	-13.649968415947	-12.6823898936394	-5.17657833971978	-7.81202517405597	-13.6988780164279	-15.0974273929182	-11.1111543760297	-14.3344665902191	-10.0919729628261	-13.3089314981119	-8.11876026254133	-14.3089314981119	-14.649968415947	-15.0974273929182	-15.3344665902191	-14.587232660599	-15.2349309166681	-15.9718965108344	-15.8938939988331	-17.3344665902191	-16.0543586710263	-15.9718965108344	-16.9718965108344	-17.8198934173893	-16.1418215122767	-18.0686680818985	-11.9870034032246	-10.5456317561323	-17.2613131598409	-17.3344665902191	-16.9718965108344	-12.5719659039457	-16.5568590115555	-17.5568590115555	-16.1418215122767	-18.1418215122767	-17.8198934173893	-18.1336178668456	-13.2838405171491	-18.1418215122767	-16.5568590115555	-17.8705934942268	-18.455545961733	-19.1418215122767	-17.940187401698	-19.0373029594949	-18.5568590115555	-15.9718965108344	-18.6872184679188	-19.0105062520031	-13.4979653225019
HEB24042	-0.982215638375637	-4.83145812114343	-7.97987984318155	-9.6849637894244	-9.41403205337049	-9.01745914098369	-3.7168661373218	-8.67099344895019	-10.4033321647133	-7.70727254873257	-4.71063507585722	-10.3339584616726	-2.23129885187188	-11.2613131598409	-12.0913881583985	-12.8788435230184	-10.6215848556888	-12.1983033623151	-9.38216755471524	-5.83071126859226	-7.10108155460238	-7.66618890968349	-11.9812052406481	-5.60808420199673	-7.8248990499366	-12.3407476273353	-11.6092364632612	-6.4699176723267	-11.8592147162695	-12.7111160772804	-9.91132114653561	-5.17063360590697	-7.79720505399408	-13.7467399870111	-14.4248118921237	-11.0856745072041	-15.2613131598409	-9.5648423439027	-13.3407476273353	-7.10902831753427	-14.4837055811773	-15.4837055811773	-15.1617774862899	-16.2613131598409	-14.6092364632612	-15.3682283637574	-15.4837055811773	-16.2613131598409	-17.4837055811773	-17.0686680818985	-18.3552249009769	-17.9718965108344	-18.8198934173893	-15.4837055811773	-17.0686680818985	-12.8398493914026	-10.3856734982168	-16.2613131598409	-16.7467399870111	-16.4837055811773	-14.6092364632612	-18.8364295010116	-15.8987430804561	-18.8705834610118	-19.1983802913855	-18.8198934173893	-18.1336178668456	-13.6424033271964	-19.455545961733	-18.0105062520031	-16.2613131598409	-18.455545961733	-20.1418215122767	-17.940187401698	-19.0373029594949	-19.5568590115555	-16.9718965108344	-17.4837055811773	-19.0105062520031	-14.5478699789193
HEB24058	-1.80496115894315	-3.63248240107758	-7.71875997116913	-9.6181888292243	-8.99091552364518	-8.70216722186366	-2	-10.0246643149997	-10.5510746333658	-2.69866926108449	-5.78816414875395	-10.2690392656019	-3.3368935180024	-11.1401415324197	-12.1903272895879	-13.1036156563945	-10.5592951401707	-11.9124741690425	-9.43875360849952	-7.08569374839728	-6.74050299862462	-7.59212653263811	-11.8812232350581	-6.62248896665793	-8.3144080810472	-6.58633996318496	-11.4791247914868	-7.13130593405567	-11.5926537371172	-12.9661121326446	-10.9606577025525	-6.84465710582667	-5.83636078424256	-13.1776162378383	-14.4255437512819	-10.2757966317772	-14.2031513299455	-7.4420750588356	-12.471347440895	-7.10737757519075	-14.4255437512819	-14.6885781571157	-15.0105062520031	-15.6885781571157	-14.4255437512819	-15.5510746333658	-16.2031513299455	-16.2031513299455	-16.4255437512819	-16.4255437512819	-15.5510746333658	-17.9718965108344	-17.4255437512819	-17.4523404587737	-18.0686680818985	-13.0105062520031	-10.1066244062669	-17.2613131598409	-16.2031513299455	-16.2031513299455	-14.3666500622283	-18.8364295010116	-18.5568590115555	-18.8705834610118	-19.1983802913855	-18.8198934173893	-18.1336178668456	-14.5510746333658	-19.455545961733	-17.0105062520031	-17.8705934942268	-18.455545961733	-17.4255437512819	-17.940187401698	-19.0373029594949	-19.5568590115555	-16.9718965108344	-18.6872184679188	-18.0105062520031	-14.5478699789193
HEB24088	-1.47597655064706	-1.92902128357706	-7.77582648007536	-9.60241008011446	-9.07619367061147	-8.74177463154091	-3.8913310073367	-9.51980032208708	-10.2236940946476	-4.78512604081312	-5.63702970032239	-10.1873725808356	-2.87426405759652	-11.2114850369524	-12.2609537132167	-13.6428243485604	-10.7863516599381	-12.1022559671977	-9.87023484466344	-7.3045944413439	-5.48616665361555	-8.13167069627176	-12.5997556266685	-7.08081325522104	-7.23035072953848	-9.37887943777941	-11.1403240080312	-6.56665657147592	-11.6319360324176	-13.0725086238036	-12.7803278723103	-5.71190784986209	-6.77320713937757	-13.1953653715891	-14.6872184679188	-8.63736991846826	-14.7803278723103	-8.81993972820916	-12.6428243485604	-6.97125647766368	-13.7803278723103	-16.8705834610118	-14.7803278723103	-15.6872184679188	-14.7803278723103	-15.1022559671977	-16.1022559671977	-14.7803278723103	-18.5622424242211	-18.0686680818985	-15.5172934664765	-17.9718965108344	-18.8198934173893	-17.4523404587737	-18.0686680818985	-11.8417284169744	-10.6050694265649	-17.2613131598409	-16.6872184679188	-18.6134177906643	-13.7803278723103	-18.8364295010116	-18.5568590115555	-18.8705834610118	-16.6872184679188	-18.8198934173893	-16.3652903730315	-13.3296664633007	-19.455545961733	-18.0105062520031	-17.8705934942268	-18.455545961733	-20.1418215122767	-17.940187401698	-19.0373029594949	-19.5568590115555	-16.9718965108344	-17.6872184679188	-19.0105062520031	-14.5478699789193
HEB24090	-2.4125729502947	-0.814592314186547	-8.0072345095033	-9.77779607294111	-9.4423355647469	-8.5738651874522	-5.25215569928408	-5.12740843007035	-10.40102859059	-7.6143198211226	-5.82921479391512	-10.2963312119233	-3.26599513355233	-11.5738651874522	-12.9178195886696	-13.0332968060895	-11.1072973875333	-12.0946973507536	-10.3894406163148	-8.25193709256484	-6.13122322677875	-9.25193709256484	-12.8316629449198	-7.8076876720695	-11.8849049661968	-12.2677620597265	-11.6003373988134	-7.61039106347731	-11.810904384753	-14.0332968060895	-13.0332968060895	-6.66580924845165	-8.52867641368594	-13.8957932823396	-14.7702624002557	-11.6182593068107	-14.1852998995345	-9.81606608986883	-12.5826353970799	-8.1344435295464	-14.4807557830607	-15.0332968060895	-15.2397476835569	-15.7702624002557	-15.7702624002557	-15.4807557830607	-16.6182593068106	-15.940187401698	-15.940187401698	-18.0686680818985	-17.3552249009769	-17.9718965108344	-16.940187401698	-17.4523404587737	-18.0686680818985	-12.7904402821933	-10.8316629449198	-17.2613131598409	-19.1983802913855	-15.7702624002557	-11.8006360492992	-18.8364295010116	-16.1328324796404	-16.6182593068106	-19.1983802913855	-18.8198934173893	-18.1336178668456	-12.6182593068107	-19.455545961733	-18.0105062520031	-17.8705934942268	-18.455545961733	-20.1418215122767	-16.940187401698	-19.0373029594949	-17.940187401698	-16.9718965108344	-18.6872184679188	-19.0105062520031	-13.5478699789193
HEB24139	-1.11732861958589	-6.00100999752565	-8.29525161457316	-9.98892692575653	-9.29751348340473	-9.32801557180207	-1.54590640083339	-9.0234546088848	-10.4072174028305	-9.81036300604034	-5.6324452138445	-10.7065271950558	-3.52755809762707	-11.5048933338862	-12.7389486727482	-13.4979405732444	-10.9129780725232	-12.4569133049843	-10.5437442628575	-7.11589856352238	-7.33613039053397	-8.39667193246902	-12.5545241016108	-6.45923258139903	-8.29600517689945	-12.4039644250354	-12.0690972744405	-7.53526698292967	-12.2325960067234	-12.8585302885009	-12.7554367955368	-6.35112715306464	-7.95520630791253	-13.8060628686067	-14.8764521964981	-12.3035625280775	-14.7389486727482	-9.86746341327086	-13.8764521964981	-8.00608747691471	-14.443492789222	-15.1983802913855	-15.291489695777	-15.6134177906643	-15.7389486727482	-15.7389486727482	-16.3910253693279	-17.1983802913855	-16.6134177906643	-16.8764521964981	-16.1983802913855	-15.8764521964981	-17.6134177906643	-17.4523404587737	-16.8764521964981	-13.0898558346073	-10.1955652757784	-17.2613131598409	-18.1983802913855	-17.6134177906643	-12.9504527779419	-18.8364295010116	-15.7389486727482	-18.8705834610118	-18.1983802913855	-18.8198934173893	-16.1983802913855	-13.7721155366834	-19.455545961733	-18.0105062520031	-17.8705934942268	-18.455545961733	-20.1418215122767	-17.940187401698	-19.0373029594949	-19.5568590115555	-16.9718965108344	-18.6872184679188	-19.0105062520031	-14.5478699789193
HEB24140	-1.2777371479418	-2.17794979861786	-8.33660488900949	-10.0398041934429	-9.44013090934631	-9.0292812070309	-1.74564095599383	-10.8044942705541	-11.6741862482083	-9.85191961674681	-7.3013607524677	-10.7902100445478	-5.72922135008266	-11.7620590042337	-12.7831206197615	-13.5975649666054	-11.0546665254508	-12.5486553661245	-11.1794215564588	-9.38542501725618	-7.82527883670623	-10.0653770055328	-12.3159946093342	-9.06968356109154	-8.95669675520127	-12.3366048890095	-12.1887594210381	-8.05733670026615	-12.5013496513461	-13.1336178668456	-13.4111518423745	-7.50644880600379	-7.62820325749888	-14.5486553661245	-14.3680831204827	-13.6741862482083	-14.2856209602907	-11.3894567712752	-13.4111518423745	-7.95072697410016	-14.455545961733	-15.8705834610118	-15.6481910396754	-15.8705834610118	-15.455545961733	-15.6481910396754	-16.2856209602907	-16.8705834610118	-18.5622424242211	-16.2856209602907	-16.8705834610118	-17.9718965108344	-18.8198934173893	-17.4523404587737	-18.0686680818985	-14.0292812070309	-10.7690454345498	-17.2613131598409	-16.6481910396754	-18.6134177906643	-14.326262944788	-18.8364295010116	-18.5568590115555	-17.8705834610118	-17.1336178668456	-18.8198934173893	-17.1336178668456	-13.9961143430957	-18.455545961733	-18.0105062520031	-17.8705934942268	-17.455545961733	-17.8705834610118	-17.940187401698	-19.0373029594949	-19.5568590115555	-16.9718965108344	-18.6872184679188	-17.8705834610118	-14.5478699789193
HEB24141	-1.30801354598157	-5.12111094868024	-7.91013350623047	-9.64907742781109	-9.14120120951583	-8.92354016478162	-2.86726785614718	-6.47120065176004	-10.6367571561752	-5.43969094496377	-5.97379214345279	-10.2780087877429	-3.65620951884139	-10.7975105117193	-12.4101647463095	-13.3769978823743	-10.5603050957373	-11.8706452163495	-10.5932555175386	-7.32368903820809	-6.0166495691731	-8.64660494213157	-11.7279050442334	-8.38728085563615	-9.21804399875298	-10.8477448142394	-11.4701072867658	-6.63553089597314	-11.6765581642332	-13.1085090464484	-12.7279050442334	-5.63354044349168	-4.01037762142957	-13.4441120782328	-14.588501987568	-2.70382936458755	-16.5511675100841	-9.96298538849621	-13.588501987568	-6.82520224558833	-13.8822331906247	-14.3769978823743	-15.3769978823743	-16.2514670002904	-14.2514670002904	-15.1359897828705	-15.6665044995693	-15.6665044995693	-16.2514670002904	-18.0686680818985	-16.2514670002904	-17.9718965108344	-17.2514670002904	-15.3769978823743	-16.5145014061242	-11.8822331906247	-10.6515541581033	-17.2613131598409	-15.6665044995693	-18.6134177906643	-14.6665044995693	-17.8364295010116	-16.029074578954	-18.8705834610118	-19.1983802913855	-18.8198934173893	-18.1336178668456	-14.3769978823743	-19.455545961733	-18.0105062520031	-17.8705934942268	-18.455545961733	-20.1418215122767	-17.940187401698	-19.0373029594949	-19.5568590115555	-16.9718965108344	-18.6872184679188	-19.0105062520031	-14.5478699789193
HEB24142	-1.71010356447369	-4.26545005139961	-7.79749490907952	-9.7603007108151	-8.97030940769571	-8.82696374724821	-1.7417373528173	-7.58223895601714	-10.0448148440593	-2.57815509899006	-5.68473154814601	-10.4069727837352	-3.99871672817957	-11.2161832623713	-12.2691321423203	-13.255711626558	-10.7159783798298	-12.1526181335939	-10.9284500873676	-7.61078716939574	-6.94417352808587	-7.43979469099693	-12.1777091145567	-7.89295602733234	-9.9634752166074	-7.61132120421246	-11.5028044885227	-7.28182827917877	-11.9445099382637	-13.3381737867499	-12.8813161117765	-6.56687852806485	-5.8348936531955	-13.6886710338341	-14.2032442066638	-11.8813161117765	-15.5511675100841	-9.78178043822555	-12.9231362874711	-7.20889076980497	-14.1037085331129	-15.0105991287214	-15.3101594105803	-14.8406741272791	-14.2032442066638	-15.5511675100841	-15.4256366280003	-15.5511675100841	-16.6886710338341	-15.8406741272791	-18.3552249009769	-15.8406741272791	-18.8198934173893	-15.8406741272791	-18.0686680818985	-13.3667429389467	-9.94990319703388	-15.6886710338341	-16.4256366280003	-16.6886710338341	-14.8406741272791	-17.0105991287214	-15.3101594105803	-15.8406741272791	-17.4256366280003	-18.8198934173893	-18.1336178668456	-12.3240986015382	-19.455545961733	-16.6886710338341	-17.8705934942268	-17.4256366280003	-20.1418215122767	-17.940187401698	-16.4256366280003	-17.4256366280003	-15.2032442066638	-18.6872184679188	-19.0105062520031	-14.5478699789193
