2024-12-02 10:15:46.119333 INFO::Writing function arguments to log file
2024-12-02 10:15:46.122356 DEBUG::Function arguments
2024-12-02 10:15:46.122901 DEBUG::Output folder: PGH_Both_Species
2024-12-02 10:15:46.123207 DEBUG::Min Abundance: 0.000000
2024-12-02 10:15:46.123597 DEBUG::Min Prevalence: 0.100000
2024-12-02 10:15:46.123858 DEBUG::Normalization: TSS
2024-12-02 10:15:46.124119 DEBUG::Transform: LOG
2024-12-02 10:15:46.124399 DEBUG::Analysis method: LM
2024-12-02 10:15:46.124643 DEBUG::Max significance: 0.250000
2024-12-02 10:15:46.124896 DEBUG::Random effects: Mouse_ID
2024-12-02 10:15:46.125358 DEBUG::Fixed effects: Day_Num,Antibiotics
2024-12-02 10:15:46.125636 DEBUG::Correction method: BH
2024-12-02 10:15:46.12584 DEBUG::Standardize: TRUE
2024-12-02 10:15:46.126046 DEBUG::Cores: 1
2024-12-02 10:15:46.126246 INFO::Verifying options selected are valid
2024-12-02 10:15:46.127602 INFO::Determining format of input files
2024-12-02 10:15:46.128458 INFO::Input format is data samples as rows and metadata samples as rows
2024-12-02 10:15:46.13265 DEBUG::The following samples were found to have features but no metadata. They will be removed. HEB24007,HEB24008,HEB24009,HEB24010,HEB24012,HEB24014,HEB24015,HEB24017,HEB24018,HEB24020,HEB24021,HEB24022,HEB24027,HEB24028,HEB24029,HEB24030,HEB24031,HEB24032,HEB24033,HEB24035,HEB24038,HEB24039,HEB24040,HEB24041,HEB24042,HEB24043,HEB24045,HEB24046,HEB24048,HEB24049,HEB24050,HEB24051,HEB24052,HEB24053,HEB24054,HEB24055,HEB24056,HEB24057,HEB24058,HEB24061,HEB24062,HEB24064,HEB24065,HEB24067,HEB24068,HEB24069,HEB24070,HEB24071,HEB24072,HEB24073,HEB24074,HEB24082,HEB24083,HEB24084,HEB24086,HEB24087,HEB24088,HEB24089,HEB24090,HEB24091,HEB24093,HEB24094,HEB24095,HEB24097,HEB24098,HEB24099,HEB24100,HEB24101,HEB24102,HEB24103,HEB24104,HEB24105,HEB24107,HEB24109,HEB24111,HEB24112,HEB24114,HEB24115,HEB24117,HEB24120,HEB24121,HEB24123,HEB24124,HEB24126,HEB24127,HEB24128,HEB24129,HEB24130,HEB24131,HEB24132,HEB24139,HEB24140,HEB24141,HEB24142,HEB24143,HEB24144,HEB24145,HEB24146,HEB24147,HEB24148,HEB24149,HEB24150,HEB24157,HEB24158,HEB24159,HEB24160,HEB24161,HEB24162,HEB24163,HEB24164,HEB24165,HEB24166,HEB24167,HEB24168,HEB24175,HEB24176,HEB24177,HEB24178,HEB24179,HEB24180,HEB24181,HEB24182,HEB24183,HEB24184,HEB24185,HEB24186,HEB24193,HEB24194,HEB24195,HEB24196,HEB24197,HEB24198
2024-12-02 10:15:46.133424 DEBUG::A total of 66 samples were found in both the data and metadata
2024-12-02 10:15:46.133734 DEBUG::Reordering data/metadata to use same sample ordering
2024-12-02 10:15:46.141551 INFO::Formula for random effects: expr ~ (1 | Mouse_ID)
2024-12-02 10:15:46.145234 INFO::Formula for fixed effects: expr ~  Day_Num + Antibiotics
2024-12-02 10:15:46.148263 INFO::Filter data based on min abundance and min prevalence
2024-12-02 10:15:46.149347 INFO::Total samples in data: 66
2024-12-02 10:15:46.150172 INFO::Min samples required with min abundance for a feature not to be filtered: 6.600000
2024-12-02 10:15:46.153536 INFO::Total filtered features: 22
2024-12-02 10:15:46.154324 INFO::Filtered feature names from abundance and prevalence filtering: k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Rhodobaca.s__, k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__marcusii, k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Microbacteriaceae.g__Microbacterium.s__, k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardioidaceae.g__.s__, k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Kaistobacter.s__, k__Bacteria.p__Chloroflexi.c__Thermomicrobia.o__JG30.KF.CM45.f__.g__.s__, k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__MKC10.f__.g__.s__, k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Arcanobacterium.s__, k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__Azospirillum.s__, k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__.s__, k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Helicobacteraceae.g__Sulfurimonas.s__, k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__.s__, k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella..s__, k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Klebsiella.s__, k__Bacteria.p__Spirochaetes.c__Spirochaetes.o__Spirochaetales.f__Spirochaetaceae.g__Treponema.s__, k__Bacteria.p__Verrucomicrobia.__.__.__.__.__, k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Erythrobacteraceae.g__Erythrobacter.s__, k__Bacteria.p__Spirochaetes.c__Spirochaetes.o__Spirochaetales.f__Spirochaetaceae.__.__, k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.g__.s__, k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__.s__, k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.__.__, k__Bacteria.p__Actinobacteria.__.__.__.__.__
2024-12-02 10:15:46.160854 INFO::Total filtered features with variance filtering: 0
2024-12-02 10:15:46.16182 INFO::Filtered feature names from variance filtering:
2024-12-02 10:15:46.162592 INFO::Running selected normalization method: TSS
2024-12-02 10:15:46.165317 INFO::Applying z-score to standardize continuous metadata
2024-12-02 10:15:46.169989 INFO::Running selected transform method: LOG
2024-12-02 10:15:46.172899 INFO::Running selected analysis method: LM
2024-12-02 10:15:46.174537 INFO::Fitting model to feature number 1, k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__.s__
2024-12-02 10:15:46.261952 INFO::Fitting model to feature number 2, k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__.s__
2024-12-02 10:15:46.291133 INFO::Fitting model to feature number 3, k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae..g__.s__
2024-12-02 10:15:46.324317 INFO::Fitting model to feature number 4, k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__
2024-12-02 10:15:46.353787 INFO::Fitting model to feature number 5, k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__cereus
2024-12-02 10:15:46.390057 INFO::Fitting model to feature number 6, k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__
2024-12-02 10:15:46.433434 INFO::Fitting model to feature number 7, k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter.s__
2024-12-02 10:15:46.471742 INFO::Fitting model to feature number 8, k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia.s__muciniphila
2024-12-02 10:15:46.494167 INFO::Fitting model to feature number 9, k__Bacteria.__.__.__.__.__.__
2024-12-02 10:15:46.522332 INFO::Fitting model to feature number 10, k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__.s__
2024-12-02 10:15:46.544321 INFO::Fitting model to feature number 11, k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__helveticus
2024-12-02 10:15:46.565678 INFO::Fitting model to feature number 12, k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__
2024-12-02 10:15:46.619079 INFO::Fitting model to feature number 13, k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__.s__
2024-12-02 10:15:46.648202 INFO::Fitting model to feature number 14, k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__
2024-12-02 10:15:46.672145 INFO::Fitting model to feature number 15, k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__.s__
2024-12-02 10:15:46.695504 INFO::Fitting model to feature number 16, k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__.s__
2024-12-02 10:15:46.767627 INFO::Fitting model to feature number 17, k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria.g__Lardizabala.s__biternata
2024-12-02 10:15:46.787508 INFO::Fitting model to feature number 18, k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__
2024-12-02 10:15:46.804501 INFO::Fitting model to feature number 19, k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__
