SampleID,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae],k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae,k__Bacteria;__;__;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;__,k__Bacteria;p__Firmicutes;c__Clostridia;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__,k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__,k__Bacteria;p__Firmicutes;__;__;__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae,k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae,Unassigned;__;__;__;__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae],k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae,k__Bacteria;p__Bacteroidetes;__;__;__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;__;__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae,k__Bacteria;p__Firmicutes;c__Bacilli;__;__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae],k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae],k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__,k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales;f__Anaerobrancaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae,k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MKC10;f__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae],k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;__;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae,k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae,k__Bacteria;p__Verrucomicrobia;__;__;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae,k__Bacteria;p__Actinobacteria;__;__;__
HEB24001,100108,73941,1480,475,551,27805,791,192,15340,8426,308,34671,133,59,50,208,289,9969,7151,72,29,118,5882,19,20,14,607,22,0,9,14,8,4,4,3,0,0,0,0,0,4,0,52,221,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24002,161913,3178,1170,389,636,157426,1523,205,4569,5791,182,17039,148,60,37,182,357,8150,5631,70,43,52,1668,21,18,0,353,28,8,15,23,6,7,0,6,6,0,0,0,0,3,0,29,200,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24003,135756,3022,1192,368,524,34217,406,163,19426,11228,158,44740,141,68,26,159,229,16519,15952,82,30,433,4000,25,8,0,493,13,0,6,5,13,7,0,0,0,0,0,0,9,0,0,92,203,0,0,0,0,7,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24004,85585,8985,1853,564,962,204981,1500,350,6669,9134,330,33766,224,71,59,245,1554,24980,9109,87,35,796,5692,28,14,17,761,28,21,12,21,7,5,9,0,0,4,0,0,0,0,0,61,211,0,0,0,0,8,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24005,89853,6747,2507,752,1042,123732,494,383,32244,17140,473,121534,256,122,88,296,711,41273,24694,98,42,93,1741,40,26,20,1102,38,22,10,14,17,14,6,4,8,14,4,0,11,6,0,161,209,0,6,0,5,7,15,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24006,137522,9200,1679,546,706,92739,388,223,75253,10515,288,40930,195,81,23,246,494,13224,14178,102,48,53,3040,37,14,0,379,27,19,12,20,0,12,4,7,4,7,4,0,0,0,0,78,245,0,0,8,5,7,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24007,149831,4833,1612,543,778,160320,691,340,705,9996,285,42308,197,82,55,220,596,11935,13206,95,62,309,2304,30,27,19,658,24,0,11,14,0,15,0,0,5,5,5,0,6,8,0,57,431,0,3,3,9,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24008,195250,172990,1848,553,652,73116,314,231,984,6514,335,15765,171,75,52,247,470,7641,6799,96,55,257,2543,26,26,18,988,16,0,8,20,7,0,0,4,0,0,3,0,0,0,0,34,167,0,3,4,0,5,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24009,2252,442273,3073,21757,1174,149216,418,5625,6727,7817,829,20507,263,1941,5666,276,661,10078,32856,65,28,78,3266,32,20,167,1177,29,87,14,34,9,7,9,33,15,66,74,0,0,174,0,14,78,8,3,93,0,6,1165,18,86,0,0,19,0,27,11,70,13,0,0,0,0,3,13,10,23,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
HEB24010,62840,299807,2975,970,985,35352,541,370,1467,15178,540,82749,248,115,78,314,535,28491,21559,98,56,744,3809,50,41,33,1386,30,20,18,20,14,11,0,7,7,12,0,6,8,10,0,157,349,3,2,0,9,12,27,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24011,203448,192058,1794,546,594,14053,353,186,12574,11618,305,39804,150,88,54,240,491,8487,10108,105,42,127,1411,16,16,22,315,24,18,8,14,11,3,3,4,3,7,4,0,0,0,0,77,100,0,5,0,7,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24012,3051,31829,2847,1892,3892,84955,550,9062,109099,16671,565,206403,360,457,354,380,504,35802,22345,107,32,87,1040,55,31,71,235,53,47,12,22,13,18,5,5,10,14,11,0,0,15,0,68,107,0,8,9,0,22,70,6,8,0,0,0,5,4,6,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24013,2442,221452,46269,133431,13660,6837,548,92513,25504,18819,5030,6832,735,54963,21617,257,323,2075,6088,70,22,106,815,40,72,6376,126,40,5571,8,1668,11,8,20,412,1273,883,1571,11,946,33947,0,0,28,153,0,67,0,59,207,177,1301,655,64,210,555,399,505,965,183,0,294,313,30,61,83,143,407,773,212,0,18,36,91,0,73,0,0,173,0,0,0,0,75,0,0,18,0,0,0,7,0,0,0,0,298,0,0,0,0,0,0,0
HEB24014,41003,121509,1825,593,780,137164,345,220,9457,6771,353,34054,154,54,112,200,333,10188,7057,68,35,71,2331,27,16,18,724,27,15,10,23,5,10,5,8,0,6,0,0,0,0,0,47,175,0,0,0,6,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24015,3350,343264,4134,2302,1539,9392,728,3217,16680,23730,864,322059,343,624,701,370,489,37835,37943,147,38,107,1449,69,32,113,255,34,102,21,33,18,16,12,12,29,25,11,0,37,85,7,34,31,0,3,0,0,22,245,11,9,8,0,0,78,0,22,7,3,0,12,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24016,85976,161826,2630,799,1038,147239,627,392,1426,19511,456,78413,261,108,89,302,666,19212,21165,101,42,99,2847,41,30,38,1514,39,14,18,24,4,8,7,6,4,0,6,0,0,0,0,149,732,0,0,0,0,15,66,0,0,0,0,0,3,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEB24017,91544,189345,2779,838,993,165804,455,405,11357,8345,495,38649,235,96,66,290,1066,10746,9750,85,49,69,3116,46,31,27,669,37,20,11,14,11,12,10,4,6,0,4,0,6,0,0,40,434,0,5,0,4,12,30,2,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HEB24018,2432,154511,2972,185651,3981,1465,341,77633,3139,4109,2878,2707,599,159073,148904,298,478,1184,1895,56,35,30,231,26,47,2156,26,78,1306,6,385,6,6,73,365,340,727,869,0,343,985,14,0,0,62,22,953,5,69,140,27,996,95,95,133,54,509,249,513,27,0,439,119,79,128,0,56,494,57,27,0,0,12,13,0,16,0,0,178,0,0,0,53,14,0,0,44,45,0,0,0,0,0,0,11,5,0,78,0,10,0,0,0
HEB24019,1594,99534,2605,74645,8410,1126,241,30741,3560,2580,2943,2034,813,157722,158169,134,154,747,2797,49,13,39,194,22,19,6698,8,29,2232,7,675,7,7,0,116,2926,590,1001,9,2179,1485,132,0,0,24,4,31,5,113,19,24,1406,688,50,183,123,653,197,438,275,0,325,177,52,20,21,52,319,15,120,0,18,49,0,0,0,0,0,61,92,0,0,10,10,0,0,52,8,0,26,0,0,0,11,0,6,0,35,0,0,54,0,0
HEB24020,190628,113847,2357,774,819,16204,450,272,7074,13076,408,100621,225,92,72,352,808,20527,17959,142,67,233,12549,50,23,34,1090,29,0,16,9,15,12,7,5,10,11,0,0,9,9,0,240,339,0,4,0,9,9,39,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
